"","easy.time","easy.time2","batvalue","latitude","longitude"
"211",2018-02-17 03:04:42,"2018-02-17 03:04:42",50,40.4416840046747,-79.920033726717
"212",2018-02-17 03:07:42,"2018-02-17 03:07:42",52,40.441690589748,-79.9200114049165
"213",2018-02-17 03:10:42,"2018-02-17 03:10:42",55,40.441690589748,-79.9200114049165
"214",2018-02-17 03:13:42,"2018-02-17 03:13:42",57,40.441690589748,-79.920011404916
"215",2018-02-17 03:16:42,"2018-02-17 03:16:42",58,40.4416905897485,-79.920011404916
"216",2018-02-17 03:19:42,"2018-02-17 03:19:42",62,40.4416840046762,-79.9200337267145
"217",2018-02-17 03:19:42,"2018-02-17 03:19:42",62,40.4416840046762,-79.9200337267145
"218",2018-02-17 03:22:42,"2018-02-17 03:22:42",64,40.4416905897485,-79.920011404916
"219",2018-02-17 03:22:41,"2018-02-17 03:22:42",64,40.4416905897485,-79.920011404916
"220",2018-02-17 03:25:42,"2018-02-17 03:25:42",66,40.4416905897485,-79.9200114049155
"221",2018-02-17 03:28:42,"2018-02-17 03:28:42",68,40.4416905897485,-79.9200114049155
"222",2018-02-17 03:31:42,"2018-02-17 03:31:42",70,40.4416905897485,-79.9200114049155
"223",2018-02-17 03:34:42,"2018-02-17 03:34:42",72,40.4416840046762,-79.9200337267143
"224",2018-02-17 03:34:42,"2018-02-17 03:34:42",72,40.4416840046762,-79.9200337267143
"225",2018-02-17 03:37:42,"2018-02-17 03:37:42",74,40.441690589749,-79.9200114049155
"226",2018-02-17 03:40:42,"2018-02-17 03:40:42",76,40.441690589749,-79.920011404915
"227",2018-02-17 03:43:42,"2018-02-17 03:43:42",78,40.441690589749,-79.920011404915
"228",2018-02-17 03:46:42,"2018-02-17 03:46:42",79,40.441690589749,-79.920011404915
"229",2018-02-17 03:49:42,"2018-02-17 03:49:42",81,40.4416914215957,-79.9200454283047
"230",2018-02-17 03:49:42,"2018-02-17 03:49:42",81,40.4416914215957,-79.9200454283047
"231",2018-02-17 03:52:42,"2018-02-17 03:52:42",82,40.4417054038445,-79.920034802019
"232",2018-02-17 03:55:42,"2018-02-17 03:55:42",83,40.4417053815425,-79.9200347951545
"233",2018-02-17 03:58:42,"2018-02-17 03:58:42",83,40.441705363653,-79.9200347896475
"234",2018-02-17 04:01:42,"2018-02-17 04:01:42",85,40.441705348994,-79.9200347851355
"235",2018-02-17 04:04:42,"2018-02-17 04:04:42",87,40.441691378191,-79.920045414944
"236",2018-02-17 04:04:42,"2018-02-17 04:04:42",87,40.441691378191,-79.920045414944
"237",2018-02-17 04:07:42,"2018-02-17 04:07:42",88,40.4417053264505,-79.920034778196
"238",2018-02-17 04:10:42,"2018-02-17 04:10:42",89,40.4417053175795,-79.9200347754655
"239",2018-02-17 04:13:42,"2018-02-17 04:13:42",90,40.4417053099035,-79.9200347731025
"240",2018-02-17 04:16:42,"2018-02-17 04:16:42",91,40.44170530319,-79.9200347710365
"241",2018-02-17 04:19:42,"2018-02-17 04:19:42",92,40.4416913584447,-79.920045408866
"242",2018-02-17 04:19:42,"2018-02-17 04:19:42",92,40.4416913584447,-79.920045408866
"243",2018-02-17 04:22:42,"2018-02-17 04:22:42",92,40.441705292061,-79.9200347676105
"244",2018-02-17 04:25:42,"2018-02-17 04:25:42",93,40.441705287403,-79.920034766177
"245",2018-02-17 04:28:42,"2018-02-17 04:28:42",93,40.441705283258,-79.920034764901
