"","id","time","activity.name","activity.type","accuracy","easy.time","day","hour","minute","second"
"4071",4071,1518939866981,NA,2,0,2018-02-18 02:44:26,18,2,44,26.9809999465942
"4072",4072,1518939876612,"[""stationary""]",2,1,2018-02-18 02:44:36,18,2,44,36.6119999885559
"4073",4073,1518939876920,NA,2,0,2018-02-18 02:44:36,18,2,44,36.9200000762939
"4074",4074,1518939961797,"[""walking""]",1,0,2018-02-18 02:46:01,18,2,46,1.79699993133545
"4075",4075,1518939971819,"[""walking""]",2,0,2018-02-18 02:46:11,18,2,46,11.819000005722
"4076",4076,1518939976830,NA,2,0,2018-02-18 02:46:16,18,2,46,16.8299999237061
"4077",4077,1518939981840,"[""walking""]",1,0,2018-02-18 02:46:21,18,2,46,21.8399999141693
"4078",4078,1518939989352,NA,2,0,2018-02-18 02:46:29,18,2,46,29.3519999980927
"4079",4079,1518940029438,"[""walking""]",1,0,2018-02-18 02:47:09,18,2,47,9.43799996376038
"4080",4080,1518940039458,"[""walking""]",2,0,2018-02-18 02:47:19,18,2,47,19.4579999446869
"4081",4081,1518940041964,"[""walking""]",1,0,2018-02-18 02:47:21,18,2,47,21.9639999866486
"4082",4082,1518940046954,"[""walking""]",2,0,2018-02-18 02:47:26,18,2,47,26.9539999961853
"4083",4083,1518940051987,NA,2,0,2018-02-18 02:47:31,18,2,47,31.9869999885559
"4084",4084,1518940117119,"[""stationary""]",2,1,2018-02-18 02:48:37,18,2,48,37.1189999580383
"4085",4085,1518940120559,NA,2,0,2018-02-18 02:48:40,18,2,48,40.5590000152588
"4086",4086,1518940180679,"[""stationary""]",2,1,2018-02-18 02:49:40,18,2,49,40.6789999008179
"4087",4087,1518940181305,NA,2,0,2018-02-18 02:49:41,18,2,49,41.3050000667572
"4088",4088,1518940185375,"[""stationary""]",2,1,2018-02-18 02:49:45,18,2,49,45.375
"4089",4089,1518940189133,NA,2,0,2018-02-18 02:49:49,18,2,49,49.1329998970032
"4090",4090,1518940200404,"[""stationary""]",2,1,2018-02-18 02:50:00,18,2,50,0.404000043869019
"4091",4091,1518940204475,NA,2,0,2018-02-18 02:50:04,18,2,50,4.47499990463257
"4092",4092,1518940208546,"[""stationary""]",2,1,2018-02-18 02:50:08,18,2,50,8.5460000038147
"4093",4093,1518940210111,NA,2,0,2018-02-18 02:50:10,18,2,50,10.1110000610352
"4094",4094,1518940217939,NA,2,0,2018-02-18 02:50:17,18,2,50,17.9389998912811
"4095",4095,1518940227008,NA,2,0,2018-02-18 02:50:27,18,2,50,27.0079998970032
"4096",4096,1518940229846,"[""walking""]",1,0,2018-02-18 02:50:29,18,2,50,29.845999956131
"4097",4097,1518940232351,"[""walking""]",2,0,2018-02-18 02:50:32,18,2,50,32.3510000705719
"4098",4098,1518940237357,NA,2,0,2018-02-18 02:50:37,18,2,50,37.3570001125336
"4099",4099,1518940400201,NA,2,0,2018-02-18 02:53:20,18,2,53,20.2009999752045
"4100",4100,1518940407718,"[""walking""]",1,0,2018-02-18 02:53:27,18,2,53,27.7179999351501
"4101",4101,1518940412730,"[""walking""]",2,0,2018-02-18 02:53:32,18,2,53,32.7300000190735
"4102",4102,1518940455326,NA,2,0,2018-02-18 02:54:15,18,2,54,15.3259999752045
"4103",4103,1518940462842,"[""walking""]",1,0,2018-02-18 02:54:22,18,2,54,22.8420000076294
"4104",4104,1518940517966,NA,2,0,2018-02-18 02:55:17,18,2,55,17.9660000801086
"4105",4105,1518940585924,NA,2,0,2018-02-18 02:56:25,18,2,56,25.9240000247955
"4106",4106,1518940586953,NA,2,0,2018-02-18 02:56:26,18,2,56,26.9530000686646
"4107",4107,1518940605664,"[""walking""]",1,0,2018-02-18 02:56:45,18,2,56,45.6640000343323
"4108",4108,1518940620697,"[""walking""]",2,0,2018-02-18 02:57:00,18,2,57,0.697000026702881
"4109",4109,1518940668303,NA,2,0,2018-02-18 02:57:48,18,2,57,48.3029999732971
"4110",4110,1518940673315,"[""walking""]",1,0,2018-02-18 02:57:53,18,2,57,53.3150000572205
"4111",4111,1518940678323,NA,2,0,2018-02-18 02:57:58,18,2,57,58.3229999542236
"4112",4112,1518940695866,"[""walking""]",1,0,2018-02-18 02:58:15,18,2,58,15.8659999370575
"4113",4113,1518940700878,"[""walking""]",2,0,2018-02-18 02:58:20,18,2,58,20.8780000209808
"4114",4114,1518940766011,NA,2,0,2018-02-18 02:59:26,18,2,59,26.010999917984
"4115",4115,1518940766011,NA,2,0,2018-02-18 02:59:26,18,2,59,26.010999917984
"4116",4116,1518940766986,NA,2,0,2018-02-18 02:59:26,18,2,59,26.9860000610352
"4117",4117,1518940768518,"[""walking""]",1,0,2018-02-18 02:59:28,18,2,59,28.5179998874664
"4118",4118,1518940788557,NA,2,0,2018-02-18 02:59:48,18,2,59,48.5569999217987
"4119",4119,1518940808602,"[""walking""]",1,0,2018-02-18 03:00:08,18,3,0,8.60199999809265
"4120",4120,1518940811107,NA,2,0,2018-02-18 03:00:11,18,3,0,11.1070001125336
"4121",4121,1518940935428,NA,2,0,2018-02-18 03:02:15,18,3,2,15.4279999732971
"4122",4122,1518940947007,NA,2,0,2018-02-18 03:02:27,18,3,2,27.0069999694824
"4123",4123,1518941084200,"[""automotive""]",2,0,2018-02-18 03:04:44,18,3,4,44.2000000476837
"4124",4124,1518941101741,"[""automotive""]",2,0,2018-02-18 03:05:01,18,3,5,1.7409999370575
"4125",4125,1518941106756,"[""automotive""]",1,0,2018-02-18 03:05:06,18,3,5,6.75600004196167
"4126",4126,1518941302214,NA,2,0,2018-02-18 03:08:22,18,3,8,22.2139999866486
"4127",4127,1518941306934,NA,2,0,2018-02-18 03:08:26,18,3,8,26.9340000152588
"4128",4128,1518941339800,"[""walking""]",1,0,2018-02-18 03:08:59,18,3,8,59.7999999523163
"4129",4129,1518941342305,NA,2,0,2018-02-18 03:09:02,18,3,9,2.3050000667572
"4130",4130,1518941407760,NA,2,0,2018-02-18 03:10:07,18,3,10,7.75999999046326
"4131",4131,1518941415054,NA,2,0,2018-02-18 03:10:15,18,3,10,15.0539999008179
"4132",4132,1518941427499,"[""walking""]",1,0,2018-02-18 03:10:27,18,3,10,27.4990000724792
"4133",4133,1518941430005,NA,2,0,2018-02-18 03:10:30,18,3,10,30.0050001144409
"4134",4134,1518941454428,"[""stationary""]",2,1,2018-02-18 03:10:54,18,3,10,54.4279999732971
"4135",4135,1518941463198,NA,2,0,2018-02-18 03:11:03,18,3,11,3.19799995422363
"4136",4136,1518941588458,NA,2,0,2018-02-18 03:13:08,18,3,13,8.45799994468689
"4137",4137,1518941595073,NA,2,0,2018-02-18 03:13:15,18,3,13,15.0729999542236
"4138",4138,1518941723123,NA,2,0,2018-02-18 03:15:23,18,3,15,23.1229999065399
"4139",4139,1518941766333,NA,2,0,2018-02-18 03:16:06,18,3,16,6.33299994468689
"4140",4140,1518941775080,NA,2,0,2018-02-18 03:16:15,18,3,16,15.0799999237061
"4141",4141,1518941791700,"[""stationary""]",2,1,2018-02-18 03:16:31,18,3,16,31.7000000476837
"4142",4142,1518941890347,NA,2,0,2018-02-18 03:18:10,18,3,18,10.3469998836517
"4143",4143,1518941896914,"[""stationary""]",2,1,2018-02-18 03:18:16,18,3,18,16.9140000343323
"4144",4144,1518941897540,NA,2,0,2018-02-18 03:18:17,18,3,18,17.539999961853
"4145",4145,1518941931048,"[""stationary""]",2,1,2018-02-18 03:18:51,18,3,18,51.0480000972748
"4146",4146,1518941948265,NA,2,0,2018-02-18 03:19:08,18,3,19,8.26500010490417
"4147",4147,1518941948265,NA,2,0,2018-02-18 03:19:08,18,3,19,8.26500010490417
"4148",4148,1518941955143,NA,2,0,2018-02-18 03:19:15,18,3,19,15.1429998874664
"4149",4149,1518942051297,"[""walking""]",1,0,2018-02-18 03:20:51,18,3,20,51.2969999313354
"4150",4150,1518942063820,NA,2,0,2018-02-18 03:21:03,18,3,21,3.8199999332428
"4151",4151,1518942063820,NA,2,0,2018-02-18 03:21:03,18,3,21,3.8199999332428
"4152",4152,1518942135045,NA,2,0,2018-02-18 03:22:15,18,3,22,15.0450000762939
"4153",4153,1518942154011,"[""walking""]",1,0,2018-02-18 03:22:34,18,3,22,34.010999917984
"4154",4154,1518942159021,NA,2,0,2018-02-18 03:22:39,18,3,22,39.0209999084473
"4155",4155,1518942274273,"[""walking""]",1,0,2018-02-18 03:24:34,18,3,24,34.2730000019073
"4156",4156,1518942279283,NA,2,0,2018-02-18 03:24:39,18,3,24,39.2829999923706
"4157",4157,1518942284294,"[""walking""]",1,0,2018-02-18 03:24:44,18,3,24,44.2939999103546
"4158",4158,1518942309350,NA,2,0,2018-02-18 03:25:09,18,3,25,9.34999990463257
"4159",4159,1518942309350,NA,2,0,2018-02-18 03:25:09,18,3,25,9.34999990463257
"4160",4160,1518942315152,NA,2,0,2018-02-18 03:25:15,18,3,25,15.1519999504089
"4161",4161,1518942437137,"[""walking""]",1,0,2018-02-18 03:27:17,18,3,27,17.1370000839233
"4162",4162,1518942457804,"[""stationary""]",2,1,2018-02-18 03:27:37,18,3,27,37.8039999008179
"4163",4163,1518942459688,"[""stationary""]",2,1,2018-02-18 03:27:39,18,3,27,39.6879999637604
"4164",4164,1518942459688,"[""stationary""]",2,1,2018-02-18 03:27:39,18,3,27,39.6879999637604
"4165",4165,1518942495108,"[""stationary""]",2,1,2018-02-18 03:28:15,18,3,28,15.1080000400543
"4166",4166,1518942675145,"[""stationary""]",2,1,2018-02-18 03:31:15,18,3,31,15.1449999809265
"4167",4167,1518942751203,"[""stationary""]",2,1,2018-02-18 03:32:31,18,3,32,31.2030000686646
"4168",4168,1518942855064,"[""stationary""]",2,1,2018-02-18 03:34:15,18,3,34,15.0639998912811
"4169",4169,1518942995647,"[""walking""]",1,0,2018-02-18 03:36:35,18,3,36,35.6470000743866
"4170",4170,1518942996123,"[""walking""]",1,0,2018-02-18 03:36:36,18,3,36,36.1229999065399
"4171",4171,1518943010666,NA,2,0,2018-02-18 03:36:50,18,3,36,50.6659998893738
"4172",4172,1518943010666,NA,2,0,2018-02-18 03:36:50,18,3,36,50.6659998893738
"4173",4173,1518943010666,NA,2,0,2018-02-18 03:36:50,18,3,36,50.6659998893738
"4174",4174,1518943019550,NA,2,0,2018-02-18 03:36:59,18,3,36,59.5499999523163
"4175",4175,1518943019550,NA,2,0,2018-02-18 03:36:59,18,3,36,59.5499999523163
"4176",4176,1518943056995,"[""stationary""]",2,1,2018-02-18 03:37:36,18,3,37,36.9949998855591
"4177",4177,1518943094881,NA,2,0,2018-02-18 03:38:14,18,3,38,14.8810000419617
"4178",4178,1518943098951,"[""stationary""]",2,1,2018-02-18 03:38:18,18,3,38,18.9509999752045
"4179",4179,1518943105526,"[""stationary""]",2,1,2018-02-18 03:38:25,18,3,38,25.5260000228882
"4180",4180,1518943105526,"[""stationary""]",2,1,2018-02-18 03:38:25,18,3,38,25.5260000228882
"4181",4181,1518943105526,"[""stationary""]",2,1,2018-02-18 03:38:25,18,3,38,25.5260000228882
"4182",4182,1518943105526,"[""stationary""]",2,1,2018-02-18 03:38:25,18,3,38,25.5260000228882
"4183",4183,1518943105526,"[""stationary""]",2,1,2018-02-18 03:38:25,18,3,38,25.5260000228882
"4184",4184,1518943199639,"[""stationary""]",2,1,2018-02-18 03:39:59,18,3,39,59.6389999389648
"4185",4185,1518943379574,"[""stationary""]",2,1,2018-02-18 03:42:59,18,3,42,59.5739998817444
"4186",4186,1518943559575,"[""stationary""]",2,1,2018-02-18 03:45:59,18,3,45,59.5750000476837
"4187",4187,1518943739625,"[""stationary""]",2,1,2018-02-18 03:48:59,18,3,48,59.625
"4188",4188,1518943919557,"[""stationary""]",2,1,2018-02-18 03:51:59,18,3,51,59.5569999217987
"4189",4189,1518943919557,"[""stationary""]",2,1,2018-02-18 03:51:59,18,3,51,59.5569999217987
"4190",4190,1518944099632,"[""stationary""]",2,1,2018-02-18 03:54:59,18,3,54,59.6319999694824
"4191",4191,1518944279591,"[""stationary""]",2,1,2018-02-18 03:57:59,18,3,57,59.5910000801086
"4192",4192,1518944459582,"[""stationary""]",2,1,2018-02-18 04:00:59,18,4,0,59.5820000171661
"4193",4193,1518944639604,"[""stationary""]",2,1,2018-02-18 04:03:59,18,4,3,59.6040000915527
"4194",4194,1518944819641,"[""stationary""]",2,1,2018-02-18 04:06:59,18,4,6,59.6410000324249
"4195",4195,1518944819641,"[""stationary""]",2,1,2018-02-18 04:06:59,18,4,6,59.6410000324249
"4196",4196,1518944999622,"[""stationary""]",2,1,2018-02-18 04:09:59,18,4,9,59.6219999790192
"4197",4197,1518945179579,"[""stationary""]",2,1,2018-02-18 04:12:59,18,4,12,59.5789999961853
"4198",4198,1518945359627,"[""stationary""]",2,1,2018-02-18 04:15:59,18,4,15,59.6270000934601
"4199",4199,1518945372709,"[""stationary""]",2,1,2018-02-18 04:16:12,18,4,16,12.7090001106262
"4200",4200,1518945372709,"[""stationary""]",2,1,2018-02-18 04:16:12,18,4,16,12.7090001106262
"4201",4201,1518945539639,"[""stationary""]",2,1,2018-02-18 04:18:59,18,4,18,59.6389999389648
"4202",4202,1518945719619,"[""stationary""]",2,1,2018-02-18 04:21:59,18,4,21,59.6189999580383
"4203",4203,1518945719619,"[""stationary""]",2,1,2018-02-18 04:21:59,18,4,21,59.6189999580383
"4204",4204,1518945899616,"[""stationary""]",2,1,2018-02-18 04:24:59,18,4,24,59.6159999370575
"4205",4205,1518946075549,"[""stationary""]",2,1,2018-02-18 04:27:55,18,4,27,55.5490000247955
"4206",4206,1518946075549,"[""stationary""]",2,1,2018-02-18 04:27:55,18,4,27,55.5490000247955
"4207",4207,1518946075549,"[""stationary""]",2,1,2018-02-18 04:27:55,18,4,27,55.5490000247955
"4208",4208,1518946075549,"[""stationary""]",2,1,2018-02-18 04:27:55,18,4,27,55.5490000247955
"4209",4209,1518946075549,"[""stationary""]",2,1,2018-02-18 04:27:55,18,4,27,55.5490000247955
"4210",4210,1518946079590,"[""stationary""]",2,1,2018-02-18 04:27:59,18,4,27,59.5899999141693
"4211",4211,1518946259607,"[""stationary""]",2,1,2018-02-18 04:30:59,18,4,30,59.6070001125336
"4212",4212,1518946439603,"[""stationary""]",2,1,2018-02-18 04:33:59,18,4,33,59.6029999256134
"4213",4213,1518946439603,"[""stationary""]",2,1,2018-02-18 04:33:59,18,4,33,59.6029999256134
"4214",4214,1518946619626,"[""stationary""]",2,1,2018-02-18 04:36:59,18,4,36,59.6259999275208
"4215",4215,1518946799627,"[""stationary""]",2,1,2018-02-18 04:39:59,18,4,39,59.6270000934601
"4216",4216,1518946979587,"[""stationary""]",2,1,2018-02-18 04:42:59,18,4,42,59.5869998931885
"4217",4217,1518947159592,"[""stationary""]",2,1,2018-02-18 04:45:59,18,4,45,59.5920000076294
"4218",4218,1518947339593,"[""stationary""]",2,1,2018-02-18 04:48:59,18,4,48,59.5929999351501
"4219",4219,1518947519589,"[""stationary""]",2,1,2018-02-18 04:51:59,18,4,51,59.5889999866486
"4220",4220,1518947519589,"[""stationary""]",2,1,2018-02-18 04:51:59,18,4,51,59.5889999866486
"4221",4221,1518947699571,"[""stationary""]",2,1,2018-02-18 04:54:59,18,4,54,59.5710000991821
"4222",4222,1518947879602,"[""stationary""]",2,1,2018-02-18 04:57:59,18,4,57,59.6019999980927
"4223",4223,1518947950313,"[""stationary""]",2,1,2018-02-18 04:59:10,18,4,59,10.3129999637604
"4224",4224,1518947950313,"[""stationary""]",2,1,2018-02-18 04:59:10,18,4,59,10.3129999637604
"4225",4225,1518947950313,"[""stationary""]",2,1,2018-02-18 04:59:10,18,4,59,10.3129999637604
"4226",4226,1518947950313,"[""stationary""]",2,1,2018-02-18 04:59:10,18,4,59,10.3129999637604
"4227",4227,1518948059562,"[""stationary""]",2,1,2018-02-18 05:00:59,18,5,0,59.5620000362396
"4228",4228,1518948239630,"[""stationary""]",2,1,2018-02-18 05:03:59,18,5,3,59.6300001144409
"4229",4229,1518948239630,"[""stationary""]",2,1,2018-02-18 05:03:59,18,5,3,59.6300001144409
"4230",4230,1518948419610,"[""stationary""]",2,1,2018-02-18 05:06:59,18,5,6,59.6099998950958
"4231",4231,1518948599643,"[""stationary""]",2,1,2018-02-18 05:09:59,18,5,9,59.6429998874664
"4232",4232,1518948779619,"[""stationary""]",2,1,2018-02-18 05:12:59,18,5,12,59.6189999580383
"4233",4233,1518948959627,"[""stationary""]",2,1,2018-02-18 05:15:59,18,5,15,59.6270000934601
"4234",4234,1518949139596,"[""stationary""]",2,1,2018-02-18 05:18:59,18,5,18,59.595999956131
"4235",4235,1518949139596,"[""stationary""]",2,1,2018-02-18 05:18:59,18,5,18,59.595999956131
"4236",4236,1518949319578,"[""stationary""]",2,1,2018-02-18 05:21:59,18,5,21,59.5780000686646
"4237",4237,1518949499580,"[""stationary""]",2,1,2018-02-18 05:24:59,18,5,24,59.5799999237061
"4238",4238,1518949679601,"[""stationary""]",2,1,2018-02-18 05:27:59,18,5,27,59.6010000705719
"4239",4239,1518949859599,"[""stationary""]",2,1,2018-02-18 05:30:59,18,5,30,59.5989999771118
"4240",4240,1518950039633,"[""stationary""]",2,1,2018-02-18 05:33:59,18,5,33,59.6329998970032
"4241",4241,1518950039633,"[""stationary""]",2,1,2018-02-18 05:33:59,18,5,33,59.6329998970032
"4242",4242,1518950219608,"[""stationary""]",2,1,2018-02-18 05:36:59,18,5,36,59.6080000400543
"4243",4243,1518950399557,"[""stationary""]",2,1,2018-02-18 05:39:59,18,5,39,59.5569999217987
"4244",4244,1518950579600,"[""stationary""]",2,1,2018-02-18 05:42:59,18,5,42,59.5999999046326
"4245",4245,1518950759608,"[""stationary""]",2,1,2018-02-18 05:45:59,18,5,45,59.6080000400543
"4246",4246,1518950810285,"[""stationary""]",2,1,2018-02-18 05:46:50,18,5,46,50.2850000858307
"4247",4247,1518950810285,"[""stationary""]",2,1,2018-02-18 05:46:50,18,5,46,50.2850000858307
"4248",4248,1518950810285,"[""stationary""]",2,1,2018-02-18 05:46:50,18,5,46,50.2850000858307
"4249",4249,1518950939551,"[""stationary""]",2,1,2018-02-18 05:48:59,18,5,48,59.5510001182556
"4250",4250,1518950939551,"[""stationary""]",2,1,2018-02-18 05:48:59,18,5,48,59.5510001182556
"4251",4251,1518951119543,"[""stationary""]",2,1,2018-02-18 05:51:59,18,5,51,59.5429999828339
"4252",4252,1518951299539,"[""stationary""]",2,1,2018-02-18 05:54:59,18,5,54,59.5390000343323
"4253",4253,1518951299539,"[""stationary""]",2,1,2018-02-18 05:54:59,18,5,54,59.5390000343323
"4254",4254,1518951479568,"[""stationary""]",2,1,2018-02-18 05:57:59,18,5,57,59.5680000782013
"4255",4255,1518951579757,"[""stationary""]",2,1,2018-02-18 05:59:39,18,5,59,39.7569999694824
"4256",4256,1518951659561,"[""stationary""]",2,1,2018-02-18 06:00:59,18,6,0,59.5610001087189
"4257",4257,1518951839620,"[""stationary""]",2,1,2018-02-18 06:03:59,18,6,3,59.6199998855591
"4258",4258,1518951839620,"[""stationary""]",2,1,2018-02-18 06:03:59,18,6,3,59.6199998855591
"4259",4259,1518952019599,"[""stationary""]",2,1,2018-02-18 06:06:59,18,6,6,59.5989999771118
"4260",4260,1518952199564,"[""stationary""]",2,1,2018-02-18 06:09:59,18,6,9,59.5639998912811
"4261",4261,1518952379627,"[""stationary""]",2,1,2018-02-18 06:12:59,18,6,12,59.6270000934601
"4262",4262,1518952559554,"[""stationary""]",2,1,2018-02-18 06:15:59,18,6,15,59.5539999008179
"4263",4263,1518952739591,"[""stationary""]",2,1,2018-02-18 06:18:59,18,6,18,59.5910000801086
"4264",4264,1518952919593,"[""stationary""]",2,1,2018-02-18 06:21:59,18,6,21,59.5929999351501
"4265",4265,1518952919593,"[""stationary""]",2,1,2018-02-18 06:21:59,18,6,21,59.5929999351501
"4266",4266,1518953099589,"[""stationary""]",2,1,2018-02-18 06:24:59,18,6,24,59.5889999866486
"4267",4267,1518953279619,"[""stationary""]",2,1,2018-02-18 06:27:59,18,6,27,59.6189999580383
"4268",4268,1518953459579,"[""stationary""]",2,1,2018-02-18 06:30:59,18,6,30,59.5789999961853
"4269",4269,1518953639620,"[""stationary""]",2,1,2018-02-18 06:33:59,18,6,33,59.6199998855591
"4270",4270,1518953639620,"[""stationary""]",2,1,2018-02-18 06:33:59,18,6,33,59.6199998855591
"4271",4271,1518953819569,"[""stationary""]",2,1,2018-02-18 06:36:59,18,6,36,59.569000005722
"4272",4272,1518953999606,"[""stationary""]",2,1,2018-02-18 06:39:59,18,6,39,59.6059999465942
"4273",4273,1518954175874,"[""stationary""]",2,1,2018-02-18 06:42:55,18,6,42,55.8740000724792
"4274",4274,1518954175874,"[""stationary""]",2,1,2018-02-18 06:42:55,18,6,42,55.8740000724792
"4275",4275,1518954175874,"[""stationary""]",2,1,2018-02-18 06:42:55,18,6,42,55.8740000724792
"4276",4276,1518954175874,"[""stationary""]",2,1,2018-02-18 06:42:55,18,6,42,55.8740000724792
"4277",4277,1518954179561,"[""stationary""]",2,1,2018-02-18 06:42:59,18,6,42,59.5610001087189
"4278",4278,1518954359585,"[""stationary""]",2,1,2018-02-18 06:45:59,18,6,45,59.585000038147
"4279",4279,1518954539582,"[""stationary""]",2,1,2018-02-18 06:48:59,18,6,48,59.5820000171661
"4280",4280,1518954719577,"[""stationary""]",2,1,2018-02-18 06:51:59,18,6,51,59.5769999027252
"4281",4281,1518954719577,"[""stationary""]",2,1,2018-02-18 06:51:59,18,6,51,59.5769999027252
"4282",4282,1518954899539,"[""stationary""]",2,1,2018-02-18 06:54:59,18,6,54,59.5390000343323
"4283",4283,1518955079585,"[""stationary""]",2,1,2018-02-18 06:57:59,18,6,57,59.585000038147
"4284",4284,1518955259529,"[""stationary""]",2,1,2018-02-18 07:00:59,18,7,0,59.529000043869
"4285",4285,1518955439626,"[""stationary""]",2,1,2018-02-18 07:03:59,18,7,3,59.6259999275208
"4286",4286,1518955619578,"[""stationary""]",2,1,2018-02-18 07:06:59,18,7,6,59.5780000686646
"4287",4287,1518955619578,"[""stationary""]",2,1,2018-02-18 07:06:59,18,7,6,59.5780000686646
"4288",4288,1518955799573,"[""stationary""]",2,1,2018-02-18 07:09:59,18,7,9,59.5729999542236
"4289",4289,1518955979567,"[""stationary""]",2,1,2018-02-18 07:12:59,18,7,12,59.566999912262
"4290",4290,1518956159564,"[""stationary""]",2,1,2018-02-18 07:15:59,18,7,15,59.5639998912811
"4291",4291,1518956339560,"[""stationary""]",2,1,2018-02-18 07:18:59,18,7,18,59.5599999427795
"4292",4292,1518956519574,"[""stationary""]",2,1,2018-02-18 07:21:59,18,7,21,59.5739998817444
"4293",4293,1518956519574,"[""stationary""]",2,1,2018-02-18 07:21:59,18,7,21,59.5739998817444
"4294",4294,1518956699573,"[""stationary""]",2,1,2018-02-18 07:24:59,18,7,24,59.5729999542236
"4295",4295,1518956879620,"[""stationary""]",2,1,2018-02-18 07:27:59,18,7,27,59.6199998855591
"4296",4296,1518957059567,"[""stationary""]",2,1,2018-02-18 07:30:59,18,7,30,59.566999912262
"4297",4297,1518957239592,"[""stationary""]",2,1,2018-02-18 07:33:59,18,7,33,59.5920000076294
"4298",4298,1518957239592,"[""stationary""]",2,1,2018-02-18 07:33:59,18,7,33,59.5920000076294
"4299",4299,1518957419554,"[""stationary""]",2,1,2018-02-18 07:36:59,18,7,36,59.5539999008179
"4300",4300,1518957599520,"[""stationary""]",2,1,2018-02-18 07:39:59,18,7,39,59.5199999809265
"4301",4301,1518957779544,"[""stationary""]",2,1,2018-02-18 07:42:59,18,7,42,59.5439999103546
"4302",4302,1518957959582,"[""stationary""]",2,1,2018-02-18 07:45:59,18,7,45,59.5820000171661
"4303",4303,1518958139544,"[""stationary""]",2,1,2018-02-18 07:48:59,18,7,48,59.5439999103546
"4304",4304,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4305",4305,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4306",4306,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4307",4307,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4308",4308,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4309",4309,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4310",4310,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4311",4311,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4312",4312,1518958160079,"[""stationary""]",2,1,2018-02-18 07:49:20,18,7,49,20.0789999961853
"4313",4313,1518958319543,"[""stationary""]",2,1,2018-02-18 07:51:59,18,7,51,59.5429999828339
"4314",4314,1518958499494,"[""stationary""]",2,1,2018-02-18 07:54:59,18,7,54,59.4939999580383
"4315",4315,1518958679491,"[""stationary""]",2,1,2018-02-18 07:57:59,18,7,57,59.4909999370575
"4316",4316,1518958859487,"[""stationary""]",2,1,2018-02-18 08:00:59,18,8,0,59.4869999885559
"4317",4317,1518959039589,"[""stationary""]",2,1,2018-02-18 08:03:59,18,8,3,59.5889999866486
"4318",4318,1518959039589,"[""stationary""]",2,1,2018-02-18 08:03:59,18,8,3,59.5889999866486
"4319",4319,1518959219508,"[""stationary""]",2,1,2018-02-18 08:06:59,18,8,6,59.5079998970032
"4320",4320,1518959399579,"[""stationary""]",2,1,2018-02-18 08:09:59,18,8,9,59.5789999961853
"4321",4321,1518959579553,"[""stationary""]",2,1,2018-02-18 08:12:59,18,8,12,59.5529999732971
"4322",4322,1518959759552,"[""stationary""]",2,1,2018-02-18 08:15:59,18,8,15,59.5520000457764
"4323",4323,1518959939532,"[""stationary""]",2,1,2018-02-18 08:18:59,18,8,18,59.5320000648499
"4324",4324,1518959939532,"[""stationary""]",2,1,2018-02-18 08:18:59,18,8,18,59.5320000648499
"4325",4325,1518960119560,"[""stationary""]",2,1,2018-02-18 08:21:59,18,8,21,59.5599999427795
"4326",4326,1518960299534,"[""stationary""]",2,1,2018-02-18 08:24:59,18,8,24,59.5339999198914
"4327",4327,1518960479565,"[""stationary""]",2,1,2018-02-18 08:27:59,18,8,27,59.5650000572205
"4328",4328,1518960659547,"[""stationary""]",2,1,2018-02-18 08:30:59,18,8,30,59.5469999313354
"4329",4329,1518960839516,"[""stationary""]",2,1,2018-02-18 08:33:59,18,8,33,59.5160000324249
"4330",4330,1518961019551,"[""stationary""]",2,1,2018-02-18 08:36:59,18,8,36,59.5510001182556
"4331",4331,1518961019551,"[""stationary""]",2,1,2018-02-18 08:36:59,18,8,36,59.5510001182556
"4332",4332,1518961199533,"[""stationary""]",2,1,2018-02-18 08:39:59,18,8,39,59.5329999923706
"4333",4333,1518961244534,NA,2,0,2018-02-18 08:40:44,18,8,40,44.5339999198914
"4334",4334,1518961264534,"[""walking""]",1,0,2018-02-18 08:41:04,18,8,41,4.53399991989136
"4335",4335,1518961278278,NA,2,0,2018-02-18 08:41:18,18,8,41,18.2780001163483
"4336",4336,1518961327113,"[""stationary""]",2,1,2018-02-18 08:42:07,18,8,42,7.11299991607666
"4337",4337,1518961339007,NA,2,0,2018-02-18 08:42:19,18,8,42,19.0069999694824
"4338",4338,1518961350592,"[""stationary""]",2,1,2018-02-18 08:42:30,18,8,42,30.5920000076294
"4339",4339,1518961367498,NA,2,0,2018-02-18 08:42:47,18,8,42,47.4979999065399
"4340",4340,1518961372198,"[""stationary""]",2,1,2018-02-18 08:42:52,18,8,42,52.1979999542236
"4341",4341,1518961376577,"[""stationary""]",2,1,2018-02-18 08:42:56,18,8,42,56.5769999027252
