"","time","batlevel"
"1",1518706030850,58
"2",1518706090851,58
"3",1518706150851,58
"4",1518706210848,58
"5",1518706228493,58
"6",1518706269025,58
"7",1518706329026,58
"8",1518706389024,58
"9",1518706449023,58
"10",1518706509021,58
"11",1518706569020,58
"12",1518706629019,58
"13",1518706689017,58
"14",1518706749016,58
"15",1518706809014,53.1612903225806
"16",1518706869056,53.1612903225806
"17",1518706929053,53.1612903225806
"18",1518706989027,53.1612903225806
"19",1518707049025,53.1612903225806
"20",1518707109029,53.1612903225806
"21",1518707169009,53.1612903225806
"22",1518707229038,53.1612903225806
"23",1518707289022,53.1612903225806
"24",1518707349079,53.1612903225806
"25",1518707409072,53.1612903225806
"26",1518707469025,53.1612903225806
"27",1518707529051,53.1612903225806
"28",1518707589029,53.1612903225806
"29",1518707649010,53.1612903225806
"30",1518707709024,53.1612903225806
"31",1518707769408,53.1612903225806
"32",1518707792744,53.1612903225806
"33",1518707852819,53.1612903225806
"34",1518707912743,53.1612903225806
"35",1518707972741,53.1612903225806
"36",1518708032798,53.1612903225806
"37",1518708092788,53.1612903225806
"38",1518708152739,53.1612903225806
"39",1518709004581,53.1612903225806
"40",1518709064369,53.1612903225806
"41",1518709087959,53.1612903225806
"43",1518709147959,53.1612903225806
"44",1518709207957,53.1612903225806
"45",1518709267956,53.1612903225806
"46",1518709327948,53.1612903225806
"47",1518709387942,53.1612903225806
"48",1518709447941,53.1612903225806
"49",1518709478865,53.1612903225806
"50",1518709499391,53.1612903225806
"51",1518709504811,53.1612903225806
"52",1518709527344,53.1612903225806
"53",1518709530977,53.1612903225806
"54",1518709538617,53.1612903225806
"55",1518709590988,53.1612903225806
"56",1518709651018,53.1612903225806
"57",1518709711000,53.1612903225806
"58",1518709771062,53.1612903225806
"59",1518709830974,53.1612903225806
"60",1518709891043,53.1612903225806
"61",1518709950992,53.1612903225806
"62",1518710011513,53.1612903225806
"63",1518710031186,53.1612903225806
"64",1518710041216,53.1612903225806
"65",1518710051768,53.1612903225806
"66",1518710070993,53.1612903225806
"67",1518710072378,53.1612903225806
"68",1518710082359,53.1612903225806
"69",1518710093046,53.1612903225806
"70",1518710103452,53.1612903225806
"71",1518710130996,53.1612903225806
"72",1518710154954,53.1612903225806
"73",1518710191041,53.1612903225806
"74",1518710250965,53.1612903225806
"75",1518710310997,53.1612903225806
"76",1518710371037,53.1612903225806
"77",1518710430979,59.5769230769231
"79",1518710490981,59.5769230769231
"80",1518710551030,59.5769230769231
"82",1518710596935,59.5769230769231
"83",1518710611007,59.5769230769231
"84",1518710671001,59.5769230769231
"85",1518710730997,59.5769230769231
"86",1518710784693,59.5769230769231
"87",1518710790988,59.5769230769231
"88",1518710847644,59.5769230769231
"89",1518710851011,59.5769230769231
"90",1518710911000,59.5769230769231
"91",1518710911914,59.5769230769231
"92",1518710970997,59.5769230769231
"93",1518710974908,59.5769230769231
"94",1518711031039,59.5769230769231
"95",1518711090997,59.5769230769231
"96",1518711121086,59.5769230769231
"97",1518711150982,59.5769230769231
"98",1518711204778,59.5769230769231
"99",1518711210965,59.5769230769231
"100",1518711271033,59.5769230769231
"101",1518711330962,59.5769230769231
"103",1518711370883,59.5769230769231
"104",1518711391068,59.5769230769231
"105",1518711432951,59.5769230769231
"106",1518711451046,59.5769230769231
"107",1518711511070,59.5769230769231
"108",1518711515522,59.5769230769231
"109",1518711571030,59.5769230769231
"110",1518711598260,59.5769230769231
"111",1518711631015,59.5769230769231
"112",1518711660404,59.5769230769231
"113",1518711691000,59.5769230769231
"114",1518711743019,59.5769230769231
"115",1518711751000,59.5769230769231
"116",1518711805095,59.5769230769231
"117",1518711811018,59.5769230769231
"118",1518711871064,59.5769230769231
"119",1518711887925,59.5769230769231
"120",1518711931032,59.5769230769231
"121",1518711949950,59.5769230769231
"122",1518711991062,59.5769230769231
"123",1518712032769,59.5769230769231
"124",1518712051046,59.5769230769231
"125",1518712094789,59.5769230769231
"126",1518712111034,59.5769230769231
"127",1518712171023,59.5769230769231
"128",1518712177422,59.5769230769231
"129",1518712231038,59.5769230769231
"131",1518712260238,59.5769230769231
"132",1518712290984,59.5769230769231
"133",1518712350963,59.5769230769231
"134",1518712363822,59.5769230769231
"135",1518712410983,59.5769230769231
"136",1518712471196,59.5769230769231
"137",1518712529791,59.5769230769231
"138",1518712530990,59.5769230769231
"139",1518712591046,59.5769230769231
"140",1518712632806,59.5769230769231
"141",1518712650981,59.5769230769231
"142",1518712710985,59.5769230769231
"143",1518712715554,59.5769230769231
"144",1518712771040,59.5769230769231
"145",1518712798044,59.5769230769231
"146",1518712831019,59.5769230769231
"147",1518712880698,59.5769230769231
"148",1518712891026,59.5769230769231
"149",1518712951035,59.5769230769231
"150",1518712963052,59.5769230769231
"151",1518713010979,59.5769230769231
"152",1518713025443,59.5769230769231
"153",1518713071035,59.5769230769231
"154",1518713107990,59.5769230769231
"155",1518713130954,59.5769230769231
"157",1518713190475,59.5769230769231
"158",1518713191006,59.5769230769231
"159",1518713250989,59.5769230769231
"160",1518713273068,59.5769230769231
"161",1518713310946,59.5769230769231
"162",1518713355619,59.5769230769231
"163",1518713370990,59.5769230769231
"164",1518713430987,59.5769230769231
"165",1518713438241,59.5769230769231
"166",1518713491028,59.5769230769231
"167",1518713520773,59.5769230769231
"168",1518713550980,59.5769230769231
"169",1518713603356,59.5769230769231
"170",1518713610978,59.5769230769231
"171",1518713671069,59.5769230769231
"172",1518713685894,59.5769230769231
"173",1518713731002,59.5769230769231
"174",1518713768463,59.5769230769231
"175",1518713790973,59.5769230769231
"176",1518713851017,59.5769230769231
"177",1518713851055,59.5769230769231
"178",1518713911013,59.5769230769231
"179",1518713933682,59.5769230769231
"180",1518713970969,59.5769230769231
"181",1518714030991,91.1219512195122
"183",1518714037258,91.1219512195122
"184",1518714091022,91.1219512195122
"185",1518714140645,91.1219512195122
"186",1518714150988,91.1219512195122
"187",1518714211041,91.1219512195122
"188",1518714244152,91.1219512195122
"189",1518714270985,91.1219512195122
"190",1518714331314,91.1219512195122
"191",1518714368154,91.1219512195122
"192",1518714391041,91.1219512195122
"193",1518714450983,91.1219512195122
"194",1518714510985,91.1219512195122
"195",1518714570978,91.1219512195122
"196",1518714617022,91.1219512195122
"197",1518714630954,91.1219512195122
"198",1518714678952,91.1219512195122
"199",1518714691052,91.1219512195122
"200",1518714751029,91.1219512195122
"201",1518714803458,91.1219512195122
"202",1518714811062,91.1219512195122
"203",1518714871010,91.1219512195122
"204",1518714908290,91.1219512195122
"205",1518714931059,91.1219512195122
"207",1518714991002,91.1219512195122
"208",1518715033819,91.1219512195122
"209",1518715051039,91.1219512195122
"210",1518715111046,91.1219512195122
"211",1518715171027,91.1219512195122
"212",1518715179513,91.1219512195122
"213",1518715230948,91.1219512195122
"214",1518715291001,91.1219512195122
"215",1518715345830,91.1219512195122
"216",1518715350987,91.1219512195122
"217",1518715410996,91.1219512195122
"218",1518715470994,91.1219512195122
"219",1518715491198,91.1219512195122
"220",1518715531022,91.1219512195122
"221",1518715591067,91.1219512195122
"222",1518715651037,91.1219512195122
"223",1518715657656,91.1219512195122
"224",1518715711090,91.1219512195122
"225",1518715771024,91.1219512195122
"226",1518715831018,91.1219512195122
"228",1518715865498,91.1219512195122
"229",1518715891015,91.1219512195122
"230",1518715951056,91.1219512195122
"231",1518716011004,91.1219512195122
"232",1518716071014,91.1219512195122
"233",1518716094249,91.1219512195122
"234",1518716131032,91.1219512195122
"235",1518716190995,91.1219512195122
"236",1518716250989,91.1219512195122
"237",1518716311056,91.1219512195122
"238",1518716370965,91.1219512195122
"239",1518716430986,91.1219512195122
"240",1518716467324,91.1219512195122
"241",1518716490999,91.1219512195122
"242",1518716551008,91.1219512195122
"243",1518716611014,91.1219512195122
"244",1518716671050,91.1219512195122
"245",1518716717106,91.1219512195122
"246",1518716731056,91.1219512195122
"248",1518716791002,91.1219512195122
"249",1518716850975,91.1219512195122
"250",1518716911000,91.1219512195122
"251",1518716971006,91.1219512195122
"252",1518717030989,91.1219512195122
"253",1518717070310,91.1219512195122
"254",1518717090994,91.1219512195122
"255",1518717150967,91.1219512195122
"256",1518717211415,91.1219512195122
"257",1518717271040,91.1219512195122
"258",1518717331029,91.1219512195122
"259",1518717391028,91.1219512195122
"260",1518717451020,91.1219512195122
"261",1518717511030,91.1219512195122
"262",1518717571021,91.1219512195122
"263",1518717631081,98.7222222222222
"265",1518717691022,98.7222222222222
"266",1518717751066,98.7222222222222
"267",1518717811050,98.7222222222222
"268",1518717859334,98.7222222222222
"269",1518717870991,98.7222222222222
"270",1518717931067,98.7222222222222
"271",1518717991059,98.7222222222222
"272",1518718051016,98.7222222222222
"273",1518718111019,98.7222222222222
"274",1518718171012,98.7222222222222
"275",1518718230965,98.7222222222222
"276",1518718291046,98.7222222222222
"277",1518718351021,98.7222222222222
"278",1518718411015,98.7222222222222
"279",1518718471013,98.7222222222222
"280",1518718531006,98.7222222222222
"281",1518740121015,47
"282",1518740181014,47
"283",1518740241013,47
"284",1518740300983,47
"285",1518740361011,47
"286",1518740421010,47
"287",1518740481009,47
"288",1518740541008,47
"289",1518740601006,47
"290",1518740661006,47
"291",1518740721005,47
"292",1518740781073,47
"293",1518740841036,47
"294",1518740901068,47
"295",1518740961001,47
"296",1518741021033,47
"297",1518741080999,47
"298",1518741140998,47
"299",1518741201027,47
"300",1518741261061,47
"301",1518741321093,47
"302",1518741381025,47
"303",1518741441024,47
"304",1518741501090,47
"305",1518741561093,47
"306",1518741621021,47
"307",1518741681019,47
"308",1518741740995,47
"309",1518741800991,47
"310",1518741861016,47
"311",1518741921082,47
"312",1518741981014,47
"313",1518742041013,47
"314",1518742101011,47
"315",1518761397306,14.85
"316",1518761434497,14.85
"317",1518761494561,14.85
"318",1518761554527,14.85
"319",1518761614509,14.85
"320",1518761674504,14.85
"321",1518761734501,14.85
"322",1518761794498,14.85
"323",1518761820609,14.85
"324",1518761854529,14.85
"325",1518761914543,14.85
"326",1518761944087,14.85
"327",1518761974537,14.85
"328",1518762034486,14.85
"329",1518762094487,14.85
"330",1518762154519,14.85
"331",1518762214534,14.85
"332",1518762231557,14.85
"333",1518762274959,14.85
"334",1518762334512,14.85
"335",1518762394524,14.85
"336",1518762454524,14.85
"337",1518762514524,14.85
"338",1518762574570,14.85
"339",1518762634474,14.85
"341",1518762694508,14.85
"342",1518762754489,14.85
"343",1518762760333,14.85
"344",1518762780913,14.85
"345",1518762814529,14.85
"346",1518762822107,14.85
"347",1518762874477,14.85
"348",1518762925339,14.85
"349",1518762934525,14.85
"350",1518762945985,14.85
"351",1518762994511,14.85
"352",1518763007976,14.85
"353",1518763054501,14.85
"354",1518763090703,14.85
"355",1518763114541,14.85
"356",1518763173463,14.85
"357",1518763174537,14.85
"358",1518763234567,14.85
"359",1518763235482,14.85
"360",1518763294588,14.85
"361",1518763297452,14.85
"362",1518763354581,14.85
"363",1518763359504,14.85
"364",1518763414574,14.85
"365",1518763442882,14.85
"366",1518763474568,14.85
"367",1518763525558,14.85
"368",1518763534571,14.85
"369",1518763566907,14.85
"370",1518763594549,14.85
"371",1518763628966,14.85
"372",1518763654569,14.85
"373",1518763711633,14.85
"374",1518763714570,14.85
"375",1518763773582,14.85
"376",1518763774595,14.85
"377",1518763834532,14.85
"378",1518763856330,14.85
"379",1518763894551,14.85
"380",1518763918331,14.85
"381",1518763954561,14.85
"382",1518764000995,14.85
"383",1518764015103,14.85
"384",1518764074552,14.85
"385",1518764104321,14.85
"386",1518764134552,14.85
"387",1518764166280,14.85
"388",1518764194546,14.85
"389",1518764207531,14.85
"390",1518764254548,14.85
"391",1518764269558,14.85
"392",1518764314552,14.85
"393",1518764352193,14.85
"394",1518764374559,14.85
"395",1518764407580,52.1944444444444
"396",1518764467673,52.1944444444444
"397",1518764478115,52.1944444444444
"398",1518764528451,52.1944444444444
"399",1518764587663,52.1944444444444
"400",1518764620864,52.1944444444444
"401",1518764647629,52.1944444444444
"402",1518764703532,52.1944444444444
"403",1518764707666,52.1944444444444
"404",1518764767615,52.1944444444444
"405",1518764806857,52.1944444444444
"406",1518764827652,52.1944444444444
"407",1518764868930,52.1944444444444
"408",1518764887640,52.1944444444444
"409",1518764947600,52.1944444444444
"410",1518764972208,52.1944444444444
"411",1518765007642,52.1944444444444
"412",1518765013557,52.1944444444444
"413",1518765058395,52.1944444444444
"414",1518765118358,52.1944444444444
"415",1518765118414,52.1944444444444
"416",1518765178413,52.1944444444444
"417",1518765200963,52.1944444444444
"418",1518765238479,52.1944444444444
"419",1518765283643,52.1944444444444
"420",1518765298418,52.1944444444444
"421",1518765358475,52.1944444444444
"422",1518765387036,52.1944444444444
"423",1518765418437,52.1944444444444
"424",1518765428268,52.1944444444444
"425",1518765478442,52.1944444444444
"426",1518765510635,52.1944444444444
"427",1518765538397,52.1944444444444
"428",1518765593225,52.1944444444444
"429",1518765598406,52.1944444444444
"430",1518765658430,52.1944444444444
"431",1518765675860,52.1944444444444
"432",1518765717183,52.1944444444444
"433",1518765718433,52.1944444444444
"434",1518765778430,52.1944444444444
"435",1518765779103,52.1944444444444
"436",1518765838404,52.1944444444444
"437",1518765861875,52.1944444444444
"438",1518765898416,52.1944444444444
"439",1518765944475,52.1944444444444
"440",1518765958428,52.1944444444444
