"","easy.time","easy.time2","batvalue","latitude","longitude"
"268",2018-02-16 06:19:58,"2018-02-16 06:19:58",100,40.441530249939,-79.9198817130515
"269",2018-02-16 06:22:58,"2018-02-16 06:22:58",100,40.441530248217,-79.919881716595
"270",2018-02-16 06:25:58,"2018-02-16 06:25:58",100,40.441528819807,-79.919861312698
"271",2018-02-16 06:25:58,"2018-02-16 06:25:58",100,40.441528819807,-79.919861312698
"272",2018-02-16 06:28:58,"2018-02-16 06:28:58",100,40.441530231236,-79.9198817515395
"273",2018-02-16 06:31:58,"2018-02-16 06:31:58",100,40.4415302311825,-79.9198817516495
"274",2018-02-16 06:34:58,"2018-02-16 06:34:58",100,40.441530231133,-79.9198817517505
"275",2018-02-16 06:37:58,"2018-02-16 06:37:58",100,40.4415302310885,-79.919881751843
"276",2018-02-16 06:40:58,"2018-02-16 06:40:58",100,40.4415288196815,-79.9198613129562
"277",2018-02-16 06:40:58,"2018-02-16 06:40:58",100,40.4415288196815,-79.9198613129562
"278",2018-02-16 06:43:58,"2018-02-16 06:43:58",100,40.4415302310095,-79.919881752005
"279",2018-02-16 06:46:58,"2018-02-16 06:46:58",100,40.441530230975,-79.919881752076
"280",2018-02-16 06:49:58,"2018-02-16 06:49:58",100,40.4415302309435,-79.919881752141
"281",2018-02-16 06:52:58,"2018-02-16 06:52:58",100,40.4415302309145,-79.9198817522005
"282",2018-02-16 06:55:58,"2018-02-16 06:55:58",100,40.441528819602,-79.91986131312
"283",2018-02-16 06:55:58,"2018-02-16 06:55:58",100,40.441528819602,-79.91986131312
"284",2018-02-16 06:58:58,"2018-02-16 06:58:58",100,40.4415302308635,-79.919881752305
"285",2018-02-16 07:01:58,"2018-02-16 07:01:58",100,40.4415302308415,-79.9198817523505
"286",2018-02-16 07:04:58,"2018-02-16 07:04:58",100,40.441530230821,-79.9198817523925
"287",2018-02-16 07:07:58,"2018-02-16 07:07:58",100,40.4415302308025,-79.9198817524305
"288",2018-02-16 07:10:58,"2018-02-16 07:10:58",100,40.4415151813388,-79.9198417548252
"289",2018-02-16 07:10:58,"2018-02-16 07:10:58",100,40.4415151813388,-79.9198417548252
"290",2018-02-16 07:13:58,"2018-02-16 07:13:58",100,40.4415549028425,-79.919935968784
"291",2018-02-16 07:16:58,"2018-02-16 07:16:58",100,40.4415549049225,-79.9199359721855
"292",2018-02-16 07:19:58,"2018-02-16 07:19:58",100,40.441554904919,-79.919935972177
