"","id","time","lat","long","bearing","speed","altitude","provider","accuracy","easy.time","day","hour","minute","second"
"153",153,1518712591061,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:36:31,15,11,36,31.0610001087189
"154",154,1518712771048,40.443541692441,-79.944851104927,-1,-1,276.14294433594,"gps",37,2018-02-15 11:39:31,15,11,39,31.0480000972748
"155",155,1518712771062,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:39:31,15,11,39,31.0620000362396
"156",156,1518712951040,40.443541692442,-79.944851104929,-1,-1,276.14822387695,"gps",37,2018-02-15 11:42:31,15,11,42,31.039999961853
"157",157,1518712951055,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:42:31,15,11,42,31.0550000667572
"158",158,1518713131076,40.443541692454,-79.944851104943,-1,-1,276.14999389648,"gps",37,2018-02-15 11:45:31,15,11,45,31.0759999752045
"159",159,1518713131088,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:45:31,15,11,45,31.0880000591278
"160",160,1518713131088,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:45:31,15,11,45,31.0880000591278
"161",161,1518713131088,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:45:31,15,11,45,31.0880000591278
"162",162,1518713310990,40.443541692454,-79.944851104944,-1,-1,276.15054321289,"gps",37,2018-02-15 11:48:30,15,11,48,30.9900000095367
"163",163,1518713311090,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:48:31,15,11,48,31.0899999141693
"164",164,1518713491033,40.443541692454,-79.944851104944,-1,-1,276.15069580078,"gps",37,2018-02-15 11:51:31,15,11,51,31.0329999923706
"165",165,1518713491049,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:51:31,15,11,51,31.0490000247955
"166",166,1518713671074,40.443541692457,-79.944851104947,-1,-1,276.15069580078,"gps",37,2018-02-15 11:54:31,15,11,54,31.0739998817444
"167",167,1518713671086,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:54:31,15,11,54,31.0859999656677
"168",168,1518713851063,40.443541692458,-79.944851104948,-1,-1,276.15069580078,"gps",37,2018-02-15 11:57:31,15,11,57,31.0629999637604
"169",169,1518713851075,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 11:57:31,15,11,57,31.0750000476837
"170",170,1518714031024,40.443553635682,-79.94486790425,-1,-1,275.56900024414,"gps",37,2018-02-15 12:00:31,15,12,0,31.0239999294281
"171",171,1518714031054,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:00:31,15,12,0,31.0539999008179
"172",172,1518714031054,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:00:31,15,12,0,31.0539999008179
"173",173,1518714031054,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:00:31,15,12,0,31.0539999008179
"174",174,1518714211048,40.443554287891,-79.944868821645,-1,-1,275.51663208008,"gps",37,2018-02-15 12:03:31,15,12,3,31.0480000972748
"175",175,1518714211061,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:03:31,15,12,3,31.0610001087189
"176",176,1518714391055,40.44355215106,-79.944864242492,-1,-1,275.63583374023,"gps",37,2018-02-15 12:06:31,15,12,6,31.0550000667572
"177",177,1518714391080,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:06:31,15,12,6,31.0799999237061
"178",178,1518714571081,40.443549886636,-79.944868663392,-1,-1,275.50350952148,"gps",37,2018-02-15 12:09:31,15,12,9,31.0810000896454
"179",179,1518714571096,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:09:31,15,12,9,31.095999956131
"180",180,1518714751033,40.44355336727,-79.944873042616,-1,-1,275.67092895508,"gps",37,2018-02-15 12:12:31,15,12,12,31.0329999923706
"181",181,1518714751037,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:12:31,15,12,12,31.0369999408722
"182",182,1518714931066,40.443550225163,-79.944862538419,-1,-1,275.61059570312,"gps",37,2018-02-15 12:15:31,15,12,15,31.0659999847412
"183",183,1518714931078,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:15:31,15,12,15,31.0780000686646
"184",184,1518714931078,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:15:31,15,12,15,31.0780000686646
"185",185,1518714931078,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:15:31,15,12,15,31.0780000686646
"186",186,1518715111059,40.443550225171,-79.944862538446,-1,-1,275.60800170898,"gps",37,2018-02-15 12:18:31,15,12,18,31.0590000152588
"187",187,1518715111067,40.443603025061,-79.944961283602,-1,-1,284.5966796875,"fused",37,2018-02-15 12:18:31,15,12,18,31.066999912262
"188",188,1518715291044,40.443550811485,-79.944867389199,-1,-1,275.5744934082,"gps",37,2018-02-15 12:21:31,15,12,21,31.0439999103546
