"","source","donor.continent","target","target.continent","time","value"
"7","France","Europe","Afghanistan","Asia",2003,12.45
"8","Slovak Republic","Europe","Afghanistan","Asia",2003,0.18
"135","Japan","Asia","Afghanistan","Asia",2003,134.42
"280","Canada","North America","Afghanistan","Asia",2003,73.13
"412","Czech Republic","Europe","Afghanistan","Asia",2003,6.12
"452","Portugal","Europe","Afghanistan","Asia",2003,0.24
"454","Luxembourg","Europe","Afghanistan","Asia",2003,1.51
"512","Finland","Europe","Afghanistan","Asia",2003,13.57
"579","Italy","Europe","Afghanistan","Asia",2003,38.16
"580","Poland","Europe","Afghanistan","Asia",2003,0.11
"591","New Zealand","Oceania","Afghanistan","Asia",2003,1.4
"601","Denmark","Europe","Afghanistan","Asia",2003,17.91
"636","United States","North America","Afghanistan","Asia",2003,485.79
"706","Norway","Europe","Afghanistan","Asia",2003,68.78
"736","Germany","Europe","Afghanistan","Asia",2003,82.1
"746","United Kingdom","Europe","Afghanistan","Asia",2003,98.61
"789","Austria","Europe","Afghanistan","Asia",2003,6.9
"801","Netherlands","Europe","Afghanistan","Asia",2003,77.37
"812","Greece","Europe","Afghanistan","Asia",2003,8.61
"815","Spain","Europe","Afghanistan","Asia",2003,5.15
"834","Korea","Asia","Afghanistan","Asia",2003,21.12
"836","Australia","Oceania","Afghanistan","Asia",2003,8.31
"869","Switzerland","Europe","Afghanistan","Asia",2003,15.04
"923","Belgium","Europe","Afghanistan","Asia",2003,3.09
"954","Sweden","Europe","Afghanistan","Asia",2003,41.88
"961","Ireland","Europe","Afghanistan","Asia",2003,5.25
"994","Portugal","Europe","Angola","Africa",2003,19.49
"1048","Austria","Europe","Angola","Africa",2003,0.24
"1058","Switzerland","Europe","Angola","Africa",2003,6.9
"1070","Ireland","Europe","Angola","Africa",2003,6.51
"1298","United Kingdom","Europe","Angola","Africa",2003,13.78
"1336","Canada","North America","Angola","Africa",2003,5.57
"1348","Norway","Europe","Angola","Africa",2003,24.23
"1350","United States","North America","Angola","Africa",2003,152.91
"1356","Slovak Republic","Europe","Angola","Africa",2003,0.02
"1395","Belgium","Europe","Angola","Africa",2003,2.76
"1426","Italy","Europe","Angola","Africa",2003,28.07
"1462","Sweden","Europe","Angola","Africa",2003,13.96
"1503","New Zealand","Oceania","Angola","Africa",2003,0.38
"1505","Czech Republic","Europe","Angola","Africa",2003,0.33
"1517","Poland","Europe","Angola","Africa",2003,0.04
"1519","Finland","Europe","Angola","Africa",2003,3.89
"1526","Denmark","Europe","Angola","Africa",2003,0.61
"1527","Netherlands","Europe","Angola","Africa",2003,21.08
"1546","Germany","Europe","Angola","Africa",2003,13.46
"1583","Luxembourg","Europe","Angola","Africa",2003,0.11
"1595","France","Europe","Angola","Africa",2003,14.26
"1599","Japan","Asia","Angola","Africa",2003,33.1
"1702","Spain","Europe","Angola","Africa",2003,10.84
"1798","Switzerland","Europe","Armenia","Europe",2003,2.2
"1818","Austria","Europe","Armenia","Europe",2003,3.06
"1877","Germany","Europe","Armenia","Europe",2003,13.92
"1886","Norway","Europe","Armenia","Europe",2003,3.35
"1909","Czech Republic","Europe","Armenia","Europe",2003,0.13
"1928","Korea","Asia","Armenia","Europe",2003,0.11
"1943","Spain","Europe","Armenia","Europe",2003,0.08
"1952","Canada","North America","Armenia","Europe",2003,0.92
"1972","Denmark","Europe","Armenia","Europe",2003,0.41
"1989","Poland","Europe","Armenia","Europe",2003,0.07
"2041","Sweden","Europe","Armenia","Europe",2003,1.61
"2052","Italy","Europe","Armenia","Europe",2003,1.55
"2068","Ireland","Europe","Armenia","Europe",2003,0.12
"2092","United Kingdom","Europe","Armenia","Europe",2003,3.15
"2134","Netherlands","Europe","Armenia","Europe",2003,9.91
"2141","France","Europe","Armenia","Europe",2003,3.03
"2149","Australia","Oceania","Armenia","Europe",2003,0.02
"2164","United States","North America","Armenia","Europe",2003,74.19
"2187","Slovak Republic","Europe","Armenia","Europe",2003,0.02
"2201","Greece","Europe","Armenia","Europe",2003,2.86
"2202","Japan","Asia","Armenia","Europe",2003,7.02
"2345","Czech Republic","Europe","Bangladesh","Asia",2003,0.16
"2398","Italy","Europe","Bangladesh","Asia",2003,0.1
"2526","Finland","Europe","Bangladesh","Asia",2003,0.71
"2534","Canada","North America","Bangladesh","Asia",2003,38.42
"2540","United Kingdom","Europe","Bangladesh","Asia",2003,260.47
"2547","Luxembourg","Europe","Bangladesh","Asia",2003,0.24
"2568","Norway","Europe","Bangladesh","Asia",2003,12.15
"2585","Japan","Asia","Bangladesh","Asia",2003,115.27
"2593","Greece","Europe","Bangladesh","Asia",2003,0.5
"2623","Spain","Europe","Bangladesh","Asia",2003,5.25
"2640","United States","North America","Bangladesh","Asia",2003,56.61
"2678","New Zealand","Oceania","Bangladesh","Asia",2003,0.74
"2685","Korea","Asia","Bangladesh","Asia",2003,10.07
"2746","Denmark","Europe","Bangladesh","Asia",2003,45.27
"2819","Netherlands","Europe","Bangladesh","Asia",2003,57.45
"2911","Belgium","Europe","Bangladesh","Asia",2003,1.26
"2939","Switzerland","Europe","Bangladesh","Asia",2003,10.87
"3037","Germany","Europe","Bangladesh","Asia",2003,32.37
"3049","Austria","Europe","Bangladesh","Asia",2003,1.84
"3071","Ireland","Europe","Bangladesh","Asia",2003,1.29
"3101","Sweden","Europe","Bangladesh","Asia",2003,35.06
"3107","Australia","Oceania","Bangladesh","Asia",2003,11.95
"3120","France","Europe","Bangladesh","Asia",2003,7.16
"3141","Finland","Europe","Benin","Africa",2003,0.3
"3154","Italy","Europe","Benin","Africa",2003,0.02
"3264","Austria","Europe","Benin","Africa",2003,0.03
"3268","United States","North America","Benin","Africa",2003,32.47
"3377","Switzerland","Europe","Benin","Africa",2003,6.98
"3394","Denmark","Europe","Benin","Africa",2003,21.39
"3435","Norway","Europe","Benin","Africa",2003,0.21
"3480","Germany","Europe","Benin","Africa",2003,31.26
"3498","Korea","Asia","Benin","Africa",2003,0.07
"3499","Belgium","Europe","Benin","Africa",2003,10.56
"3557","Japan","Asia","Benin","Africa",2003,6.27
"3605","Czech Republic","Europe","Benin","Africa",2003,0.03
"3638","Canada","North America","Benin","Africa",2003,5.59
"3646","Greece","Europe","Benin","Africa",2003,0.03
"3769","Luxembourg","Europe","Benin","Africa",2003,1.47
"3774","France","Europe","Benin","Africa",2003,36.76
"3829","Sweden","Europe","Benin","Africa",2003,0.22
"3867","Spain","Europe","Benin","Africa",2003,1.67
"3874","Portugal","Europe","Benin","Africa",2003,0.01
"3882","Netherlands","Europe","Benin","Africa",2003,19.77
"3905","United Kingdom","Europe","Benin","Africa",2003,21.13
"3912","Switzerland","Europe","Bhutan","Asia",2003,5.74
"3977","Austria","Europe","Bhutan","Asia",2003,3.44
"3995","Netherlands","Europe","Bhutan","Asia",2003,5.67
"4048","Finland","Europe","Bhutan","Asia",2003,0.02
"4054","Sweden","Europe","Bhutan","Asia",2003,0.54
"4057","Korea","Asia","Bhutan","Asia",2003,0.14
"4178","New Zealand","Oceania","Bhutan","Asia",2003,0.26
"4203","Canada","North America","Bhutan","Asia",2003,0.72
"4300","Australia","Oceania","Bhutan","Asia",2003,0.57
"4306","France","Europe","Bhutan","Asia",2003,0.06
"4369","Denmark","Europe","Bhutan","Asia",2003,14.92
"4372","Germany","Europe","Bhutan","Asia",2003,1.45
"4384","United States","North America","Bhutan","Asia",2003,1.22
"4398","Norway","Europe","Bhutan","Asia",2003,1.29
"4432","Japan","Asia","Bhutan","Asia",2003,16.21
"4557","Canada","North America","Bolivia","South America",2003,12.07
"4598","Korea","Asia","Bolivia","South America",2003,0.54
"4670","Denmark","Europe","Bolivia","South America",2003,28.68
"4733","Switzerland","Europe","Bolivia","South America",2003,14.31
"4771","France","Europe","Bolivia","South America",2003,11.6
"4780","Luxembourg","Europe","Bolivia","South America",2003,1.1
"4822","Netherlands","Europe","Bolivia","South America",2003,50.32
"4910","Spain","Europe","Bolivia","South America",2003,51.61
"4935","Belgium","Europe","Bolivia","South America",2003,14.24
"4945","Finland","Europe","Bolivia","South America",2003,0.82
"5005","Sweden","Europe","Bolivia","South America",2003,23.45
"5022","Norway","Europe","Bolivia","South America",2003,3.79
"5057","Italy","Europe","Bolivia","South America",2003,2.91
"5140","New Zealand","Oceania","Bolivia","South America",2003,0.02
"5160","United States","North America","Bolivia","South America",2003,248.32
"5218","Australia","Oceania","Bolivia","South America",2003,0.03
"5231","United Kingdom","Europe","Bolivia","South America",2003,13.1
"5239","Austria","Europe","Bolivia","South America",2003,0.26
"5267","Ireland","Europe","Bolivia","South America",2003,0.14
"5330","Japan","Asia","Bolivia","South America",2003,32.32
"5347","Czech Republic","Europe","Bolivia","South America",2003,0.17
"5383","Germany","Europe","Bolivia","South America",2003,43.82
"5458","Sweden","Europe","Burkina Faso","Africa",2003,10.67
"5522","Spain","Europe","Burkina Faso","Africa",2003,5.57
"5533","Japan","Asia","Burkina Faso","Africa",2003,10.58
"5614","Germany","Europe","Burkina Faso","Africa",2003,28.83
"5646","Canada","North America","Burkina Faso","Africa",2003,11.4
"5647","United States","North America","Burkina Faso","Africa",2003,14.13
"5756","Korea","Asia","Burkina Faso","Africa",2003,0.01
"5814","Denmark","Europe","Burkina Faso","Africa",2003,27.35
"5824","Ireland","Europe","Burkina Faso","Africa",2003,0.33
"5876","Italy","Europe","Burkina Faso","Africa",2003,6.74
"5913","Belgium","Europe","Burkina Faso","Africa",2003,12.48
"5942","Czech Republic","Europe","Burkina Faso","Africa",2003,0.05
"5969","Finland","Europe","Burkina Faso","Africa",2003,1.12
"6002","Austria","Europe","Burkina Faso","Africa",2003,2.55
"6073","France","Europe","Burkina Faso","Africa",2003,66
"6081","Switzerland","Europe","Burkina Faso","Africa",2003,20.6
"6146","Norway","Europe","Burkina Faso","Africa",2003,0.18
"6182","Luxembourg","Europe","Burkina Faso","Africa",2003,7.65
"6216","United Kingdom","Europe","Burkina Faso","Africa",2003,0.11
"6219","Netherlands","Europe","Burkina Faso","Africa",2003,39.38
"6322","Netherlands","Europe","Burundi","Africa",2003,12.67
"6415","France","Europe","Burundi","Africa",2003,4.39
"6429","United States","North America","Burundi","Africa",2003,49.02
"6451","Spain","Europe","Burundi","Africa",2003,0.33
"6493","New Zealand","Oceania","Burundi","Africa",2003,0.03
"6499","Italy","Europe","Burundi","Africa",2003,2.13
"6660","Sweden","Europe","Burundi","Africa",2003,5.22
"6677","Canada","North America","Burundi","Africa",2003,5.07
"6700","Switzerland","Europe","Burundi","Africa",2003,3.28
"6722","Japan","Asia","Burundi","Africa",2003,0.09
"6727","Luxembourg","Europe","Burundi","Africa",2003,0.24
"6789","Finland","Europe","Burundi","Africa",2003,0.02
"6826","Belgium","Europe","Burundi","Africa",2003,15.88
"6868","Austria","Europe","Burundi","Africa",2003,1.24
"6967","United Kingdom","Europe","Burundi","Africa",2003,3.51
"7003","Ireland","Europe","Burundi","Africa",2003,1.15
"7011","Norway","Europe","Burundi","Africa",2003,12.15
"7038","Germany","Europe","Burundi","Africa",2003,4.78
"7106","Austria","Europe","Cabo Verde","Africa",2003,2.9
"7109","Germany","Europe","Cabo Verde","Africa",2003,2.16
"7139","Portugal","Europe","Cabo Verde","Africa",2003,40.23
"7163","Luxembourg","Europe","Cabo Verde","Africa",2003,9.64
"7254","Belgium","Europe","Cabo Verde","Africa",2003,0.65
"7274","Norway","Europe","Cabo Verde","Africa",2003,0.08
"7362","France","Europe","Cabo Verde","Africa",2003,3.85
"7373","Italy","Europe","Cabo Verde","Africa",2003,0.22
"7392","Netherlands","Europe","Cabo Verde","Africa",2003,8.11
"7431","Canada","North America","Cabo Verde","Africa",2003,0.27
"7447","Sweden","Europe","Cabo Verde","Africa",2003,0.08
"7465","United States","North America","Cabo Verde","Africa",2003,5.65
"7525","Spain","Europe","Cabo Verde","Africa",2003,2.02
"7640","Switzerland","Europe","Cabo Verde","Africa",2003,2.6
"7667","Japan","Asia","Cabo Verde","Africa",2003,11.77
"7790","France","Europe","Cambodia","Asia",2003,25.76
"7917","Sweden","Europe","Cambodia","Asia",2003,18.71
"7942","Spain","Europe","Cambodia","Asia",2003,0.12
"7944","Germany","Europe","Cambodia","Asia",2003,21.98
"7976","Canada","North America","Cambodia","Asia",2003,8.97
"7978","Finland","Europe","Cambodia","Asia",2003,3.88
"7983","Denmark","Europe","Cambodia","Asia",2003,6.33
"8091","Austria","Europe","Cambodia","Asia",2003,0.01
"8119","Australia","Oceania","Cambodia","Asia",2003,19.88
"8120","Belgium","Europe","Cambodia","Asia",2003,5.33
"8126","United States","North America","Cambodia","Asia",2003,51.22
"8167","Korea","Asia","Cambodia","Asia",2003,10.76
"8214","Netherlands","Europe","Cambodia","Asia",2003,7.2
"8239","New Zealand","Oceania","Cambodia","Asia",2003,2.23
"8365","Italy","Europe","Cambodia","Asia",2003,0.07
"8396","Portugal","Europe","Cambodia","Asia",2003,0.1
"8430","Luxembourg","Europe","Cambodia","Asia",2003,0.14
"8441","Czech Republic","Europe","Cambodia","Asia",2003,0.02
"8522","Ireland","Europe","Cambodia","Asia",2003,0.69
"8533","Japan","Asia","Cambodia","Asia",2003,125.88
"8535","Switzerland","Europe","Cambodia","Asia",2003,3.19
"8569","Norway","Europe","Cambodia","Asia",2003,2.5
"8598","United Kingdom","Europe","Cambodia","Asia",2003,15.01
"8625","Finland","Europe","Cameroon","Africa",2003,0.17
"8641","Austria","Europe","Cameroon","Africa",2003,7.17
"8649","Korea","Asia","Cameroon","Africa",2003,0.42
"8656","Sweden","Europe","Cameroon","Africa",2003,5.26
"8674","Italy","Europe","Cameroon","Africa",2003,0.03
"8780","Norway","Europe","Cameroon","Africa",2003,1.86
"8786","Netherlands","Europe","Cameroon","Africa",2003,10.85
"8898","New Zealand","Oceania","Cameroon","Africa",2003,0.01
"8919","Canada","North America","Cameroon","Africa",2003,20.43
"8982","Belgium","Europe","Cameroon","Africa",2003,26.66
"9011","Germany","Europe","Cameroon","Africa",2003,349.17
"9022","France","Europe","Cameroon","Africa",2003,290.59
"9197","Switzerland","Europe","Cameroon","Africa",2003,2.69
"9231","Ireland","Europe","Cameroon","Africa",2003,0.26
"9312","Poland","Europe","Cameroon","Africa",2003,0.04
"9341","Luxembourg","Europe","Cameroon","Africa",2003,0.44
"9421","Japan","Asia","Cameroon","Africa",2003,10.79
"9439","Greece","Europe","Cameroon","Africa",2003,0.11
"9472","United States","North America","Cameroon","Africa",2003,16.87
"9484","United Kingdom","Europe","Cameroon","Africa",2003,13.74
"9487","Canada","North America","Central African Republic","Africa",2003,0.54
"9539","Germany","Europe","Central African Republic","Africa",2003,4.33
"9575","United States","North America","Central African Republic","Africa",2003,0.32
"9620","Belgium","Europe","Central African Republic","Africa",2003,0.04
"9645","Netherlands","Europe","Central African Republic","Africa",2003,0.59
"9891","Spain","Europe","Central African Republic","Africa",2003,0.22
"9957","Italy","Europe","Central African Republic","Africa",2003,0.01
"9973","Denmark","Europe","Central African Republic","Africa",2003,0.01
"9975","Japan","Asia","Central African Republic","Africa",2003,1.73
"9994","Sweden","Europe","Central African Republic","Africa",2003,0.14
"10032","Czech Republic","Europe","Central African Republic","Africa",2003,0.01
"10036","Norway","Europe","Central African Republic","Africa",2003,0.22
"10054","Austria","Europe","Central African Republic","Africa",2003,0.13
"10104","France","Europe","Central African Republic","Africa",2003,23.91
"10133","Switzerland","Europe","Central African Republic","Africa",2003,0.17
"10201","Sweden","Europe","Chad","Africa",2003,0.31
"10206","Netherlands","Europe","Chad","Africa",2003,1.56
"10229","Germany","Europe","Chad","Africa",2003,15.08
"10273","Canada","North America","Chad","Africa",2003,0.31
"10394","Italy","Europe","Chad","Africa",2003,0.04
"10604","Norway","Europe","Chad","Africa",2003,0.05
"10630","Czech Republic","Europe","Chad","Africa",2003,0.01
"10717","Switzerland","Europe","Chad","Africa",2003,10.11
"10738","France","Europe","Chad","Africa",2003,57.31
"10745","United Kingdom","Europe","Chad","Africa",2003,1.63
"10759","United States","North America","Chad","Africa",2003,7.97
"10805","Belgium","Europe","Chad","Africa",2003,0.62
"10814","Greece","Europe","Chad","Africa",2003,0.02
"10830","Japan","Asia","Chad","Africa",2003,0.26
"10836","Korea","Asia","Chad","Africa",2003,0.01
"10860","Ireland","Europe","Chad","Africa",2003,0.13
