"","source","donor.continent","target","target.continent","time","value"
"183","New Zealand","Oceania","Afghanistan","Asia",1986,0.02
"213","Austria","Europe","Afghanistan","Asia",1986,0.09
"252","Italy","Europe","Afghanistan","Asia",1986,0.69
"339","France","Europe","Afghanistan","Asia",1986,0.52
"449","Norway","Europe","Afghanistan","Asia",1986,1.12
"478","United Kingdom","Europe","Afghanistan","Asia",1986,0.55
"781","Sweden","Europe","Afghanistan","Asia",1986,2.81
"951","Netherlands","Europe","Afghanistan","Asia",1986,0.43
"1087","Japan","Asia","Angola","Africa",1986,0.47
"1108","France","Europe","Angola","Africa",1986,6.25
"1161","Denmark","Europe","Angola","Africa",1986,4.48
"1193","Sweden","Europe","Angola","Africa",1986,14.84
"1255","Italy","Europe","Angola","Africa",1986,31.56
"1256","Austria","Europe","Angola","Africa",1986,1.2
"1283","United States","North America","Angola","Africa",1986,7
"1301","Canada","North America","Angola","Africa",1986,3.76
"1355","Finland","Europe","Angola","Africa",1986,1.12
"1446","United Kingdom","Europe","Angola","Africa",1986,0.46
"1466","Netherlands","Europe","Angola","Africa",1986,16.77
"1484","Belgium","Europe","Angola","Africa",1986,0.17
"1544","Norway","Europe","Angola","Africa",1986,0.3
"1588","Switzerland","Europe","Angola","Africa",1986,1.31
"1611","Germany","Europe","Angola","Africa",1986,4.14
"2213","Canada","North America","Bangladesh","Asia",1986,71.1
"2330","Denmark","Europe","Bangladesh","Asia",1986,30.04
"2342","Australia","Oceania","Bangladesh","Asia",1986,9.27
"2373","United States","North America","Bangladesh","Asia",1986,146
"2390","Switzerland","Europe","Bangladesh","Asia",1986,6.23
"2394","New Zealand","Oceania","Bangladesh","Asia",1986,0.2
"2411","Sweden","Europe","Bangladesh","Asia",1986,22.45
"2554","Italy","Europe","Bangladesh","Asia",1986,0.38
"2588","Austria","Europe","Bangladesh","Asia",1986,0.1
"2589","Norway","Europe","Bangladesh","Asia",1986,43.04
"2606","France","Europe","Bangladesh","Asia",1986,13.65
"2737","Netherlands","Europe","Bangladesh","Asia",1986,40.92
"2852","Finland","Europe","Bangladesh","Asia",1986,2.28
"2899","United Kingdom","Europe","Bangladesh","Asia",1986,54.89
"2943","Belgium","Europe","Bangladesh","Asia",1986,0.88
"2944","Japan","Asia","Bangladesh","Asia",1986,248.48
"2947","Ireland","Europe","Bangladesh","Asia",1986,0.12
