"","source","donor.continent","target","target.continent","time","value"
"38","New Zealand","Oceania","Afghanistan","Asia",2013,7.43
"64","Netherlands","Europe","Afghanistan","Asia",2013,79.95
"98","Slovenia","Europe","Afghanistan","Asia",2013,0.31
"101","Italy","Europe","Afghanistan","Asia",2013,59.47
"120","Norway","Europe","Afghanistan","Asia",2013,126.64
"148","Spain","Europe","Afghanistan","Asia",2013,19.23
"157","Sweden","Europe","Afghanistan","Asia",2013,125.52
"178","Finland","Europe","Afghanistan","Asia",2013,34.41
"182","Iceland","Europe","Afghanistan","Asia",2013,0.75
"226","Korea","Asia","Afghanistan","Asia",2013,122.41
"243","Greece","Europe","Afghanistan","Asia",2013,0.42
"361","Ireland","Europe","Afghanistan","Asia",2013,4.86
"404","Portugal","Europe","Afghanistan","Asia",2013,0.23
"421","Slovak Republic","Europe","Afghanistan","Asia",2013,2.4
"470","Canada","North America","Afghanistan","Asia",2013,122.12
"484","United Kingdom","Europe","Afghanistan","Asia",2013,331.23
"519","Czech Republic","Europe","Afghanistan","Asia",2013,3.79
"549","Belgium","Europe","Afghanistan","Asia",2013,5.75
"574","Switzerland","Europe","Afghanistan","Asia",2013,27.77
"584","Australia","Oceania","Afghanistan","Asia",2013,104.44
"586","Japan","Asia","Afghanistan","Asia",2013,718.53
"615","Austria","Europe","Afghanistan","Asia",2013,1.59
"628","Poland","Europe","Afghanistan","Asia",2013,3.43
"716","Germany","Europe","Afghanistan","Asia",2013,548.69
"722","France","Europe","Afghanistan","Asia",2013,49.65
"730","Hungary","Europe","Afghanistan","Asia",2013,0.57
"932","Luxembourg","Europe","Afghanistan","Asia",2013,4.13
"955","Denmark","Europe","Afghanistan","Asia",2013,59.44
"960","United States","North America","Afghanistan","Asia",2013,1694.07
"976","Korea","Asia","Angola","Africa",2013,10.28
"979","Germany","Europe","Angola","Africa",2013,4.16
"981","Czech Republic","Europe","Angola","Africa",2013,0.2
"991","Belgium","Europe","Angola","Africa",2013,0.17
"1031","Norway","Europe","Angola","Africa",2013,9.99
"1066","Ireland","Europe","Angola","Africa",2013,0.74
"1076","Italy","Europe","Angola","Africa",2013,1.33
"1109","Canada","North America","Angola","Africa",2013,0.54
"1290","Switzerland","Europe","Angola","Africa",2013,1.23
"1304","Spain","Europe","Angola","Africa",2013,0.01
"1337","United States","North America","Angola","Africa",2013,61.14
"1367","Poland","Europe","Angola","Africa",2013,40.44
"1372","Hungary","Europe","Angola","Africa",2013,0.01
"1451","Sweden","Europe","Angola","Africa",2013,1.2
"1545","United Kingdom","Europe","Angola","Africa",2013,0.56
"1566","Japan","Asia","Angola","Africa",2013,15.17
"1584","Austria","Europe","Angola","Africa",2013,0.02
"1600","Finland","Europe","Angola","Africa",2013,0.95
"1653","France","Europe","Angola","Africa",2013,5.27
"1701","Denmark","Europe","Angola","Africa",2013,2.84
"1711","Australia","Oceania","Angola","Africa",2013,0.23
"1721","Greece","Europe","Angola","Africa",2013,0.01
"1745","Sweden","Europe","Armenia","Europe",2013,0.08
"1756","Netherlands","Europe","Armenia","Europe",2013,0.18
"1839","Italy","Europe","Armenia","Europe",2013,0.11
"1867","Poland","Europe","Armenia","Europe",2013,0.57
"1891","Finland","Europe","Armenia","Europe",2013,0.11
"1899","Hungary","Europe","Armenia","Europe",2013,0.01
"1911","Austria","Europe","Armenia","Europe",2013,2.86
"1917","Canada","North America","Armenia","Europe",2013,0.09
"1964","Slovak Republic","Europe","Armenia","Europe",2013,0.07
"1966","Germany","Europe","Armenia","Europe",2013,28.47
