"","source","donor.continent","target","target.continent","time","value"
"55","Japan","Asia","Afghanistan","Asia",1976,1.64
"85","Canada","North America","Afghanistan","Asia",1976,0.38
"293","Switzerland","Europe","Afghanistan","Asia",1976,0.34
"314","United States","North America","Afghanistan","Asia",1976,21
"336","Sweden","Europe","Afghanistan","Asia",1976,0.99
"392","Denmark","Europe","Afghanistan","Asia",1976,2.57
"426","New Zealand","Oceania","Afghanistan","Asia",1976,0.01
"506","Finland","Europe","Afghanistan","Asia",1976,0.03
"587","Netherlands","Europe","Afghanistan","Asia",1976,0.19
"721","Belgium","Europe","Afghanistan","Asia",1976,0.04
"737","Germany","Europe","Afghanistan","Asia",1976,6.54
"858","United Kingdom","Europe","Afghanistan","Asia",1976,0.66
"874","Italy","Europe","Afghanistan","Asia",1976,0.1
"892","Austria","Europe","Afghanistan","Asia",1976,0.03
"909","Australia","Oceania","Afghanistan","Asia",1976,0.26
"989","Denmark","Europe","Angola","Africa",1976,1.64
"1053","Germany","Europe","Angola","Africa",1976,0.5
"1306","Switzerland","Europe","Angola","Africa",1976,0.3
"1453","Netherlands","Europe","Angola","Africa",1976,3.08
"1480","Italy","Europe","Angola","Africa",1976,0.25
"1597","Belgium","Europe","Angola","Africa",1976,0.17
"1642","Sweden","Europe","Angola","Africa",1976,4.7
"2230","Canada","North America","Bangladesh","Asia",1976,46.96
"2232","Denmark","Europe","Bangladesh","Asia",1976,6.19
"2238","Japan","Asia","Bangladesh","Asia",1976,31.49
"2271","Netherlands","Europe","Bangladesh","Asia",1976,11.77
"2388","Italy","Europe","Bangladesh","Asia",1976,0.02
"2389","Germany","Europe","Bangladesh","Asia",1976,76.68
"2403","France","Europe","Bangladesh","Asia",1976,9.43
"2489","Finland","Europe","Bangladesh","Asia",1976,1.11
"2537","United States","North America","Bangladesh","Asia",1976,75
"2592","Australia","Oceania","Bangladesh","Asia",1976,7
"2639","Sweden","Europe","Bangladesh","Asia",1976,18.22
"2753","Poland","Europe","Bangladesh","Asia",1976,0.5
"2763","Switzerland","Europe","Bangladesh","Asia",1976,1.54
"2797","Norway","Europe","Bangladesh","Asia",1976,5.23
"2806","United Kingdom","Europe","Bangladesh","Asia",1976,24.78
"2892","Belgium","Europe","Bangladesh","Asia",1976,3.95
"2938","New Zealand","Oceania","Bangladesh","Asia",1976,0.47
