"","source","donor.continent","target","target.continent","time","value"
"13","Denmark","Europe","Afghanistan","Asia",1982,0.96
"76","Switzerland","Europe","Afghanistan","Asia",1982,0.01
"717","France","Europe","Afghanistan","Asia",1982,1.12
"800","Japan","Asia","Afghanistan","Asia",1982,0.01
"825","Sweden","Europe","Afghanistan","Asia",1982,0.06
"828","United Kingdom","Europe","Afghanistan","Asia",1982,0.02
"894","Austria","Europe","Afghanistan","Asia",1982,1.02
"895","Hungary","Europe","Afghanistan","Asia",1982,0.1
"985","Finland","Europe","Angola","Africa",1982,0.2
"1004","Netherlands","Europe","Angola","Africa",1982,4
"1010","Italy","Europe","Angola","Africa",1982,4.16
"1120","Japan","Asia","Angola","Africa",1982,0.03
"1137","Belgium","Europe","Angola","Africa",1982,2.74
"1170","Norway","Europe","Angola","Africa",1982,0.16
"1273","Switzerland","Europe","Angola","Africa",1982,0.2
"1379","Denmark","Europe","Angola","Africa",1982,5.97
"1389","Germany","Europe","Angola","Africa",1982,1.62
"1448","France","Europe","Angola","Africa",1982,1.41
"1469","Austria","Europe","Angola","Africa",1982,0.06
"1493","United States","North America","Angola","Africa",1982,4
"1528","Canada","North America","Angola","Africa",1982,0.18
"1679","Sweden","Europe","Angola","Africa",1982,15.2
"1691","United Kingdom","Europe","Angola","Africa",1982,0.1
"2220","Belgium","Europe","Bangladesh","Asia",1982,5.39
"2323","Norway","Europe","Bangladesh","Asia",1982,28.83
"2352","Netherlands","Europe","Bangladesh","Asia",1982,72.16
"2453","Canada","North America","Bangladesh","Asia",1982,88.16
"2543","Finland","Europe","Bangladesh","Asia",1982,0.19
"2635","Denmark","Europe","Bangladesh","Asia",1982,24.59
"2726","Switzerland","Europe","Bangladesh","Asia",1982,4.37
"2740","France","Europe","Bangladesh","Asia",1982,16.72
"2910","Japan","Asia","Bangladesh","Asia",1982,215.79
"2934","Australia","Oceania","Bangladesh","Asia",1982,37.1
"2988","New Zealand","Oceania","Bangladesh","Asia",1982,0.06
"3007","Ireland","Europe","Bangladesh","Asia",1982,0.06
"3028","Austria","Europe","Bangladesh","Asia",1982,0.09
"3033","Sweden","Europe","Bangladesh","Asia",1982,21.92
