"","source","donor.continent","target","target.continent","time","value"
"83","United Kingdom","Europe","Afghanistan","Asia",1983,0.25
"103","Sweden","Europe","Afghanistan","Asia",1983,0.46
"107","France","Europe","Afghanistan","Asia",1983,0.8
"272","Netherlands","Europe","Afghanistan","Asia",1983,0.74
"538","Austria","Europe","Afghanistan","Asia",1983,0.72
"578","Italy","Europe","Afghanistan","Asia",1983,0.2
"642","Norway","Europe","Afghanistan","Asia",1983,5.07
"798","Denmark","Europe","Afghanistan","Asia",1983,0.1
"1074","Australia","Oceania","Angola","Africa",1983,0.01
"1130","Switzerland","Europe","Angola","Africa",1983,0.18
"1203","Denmark","Europe","Angola","Africa",1983,2.15
"1213","United Kingdom","Europe","Angola","Africa",1983,0.11
"1305","Germany","Europe","Angola","Africa",1983,1.47
"1388","Japan","Asia","Angola","Africa",1983,0.02
"1407","Norway","Europe","Angola","Africa",1983,0.51
"1442","United States","North America","Angola","Africa",1983,2
"1445","Sweden","Europe","Angola","Africa",1983,12.12
"1497","Belgium","Europe","Angola","Africa",1983,0.09
"1552","Italy","Europe","Angola","Africa",1983,17.45
"1569","France","Europe","Angola","Africa",1983,1.1
"1582","Netherlands","Europe","Angola","Africa",1983,8.9
"1592","Austria","Europe","Angola","Africa",1983,0.13
"1659","Canada","North America","Angola","Africa",1983,0.17
"2280","Germany","Europe","Bangladesh","Asia",1983,35.25
"2286","Italy","Europe","Bangladesh","Asia",1983,0.13
"2419","Norway","Europe","Bangladesh","Asia",1983,25.56
"2444","Switzerland","Europe","Bangladesh","Asia",1983,3.22
"2462","Belgium","Europe","Bangladesh","Asia",1983,0.7
"2574","Finland","Europe","Bangladesh","Asia",1983,0.62
"2587","United Kingdom","Europe","Bangladesh","Asia",1983,36.28
"2663","Ireland","Europe","Bangladesh","Asia",1983,0.05
"2703","Netherlands","Europe","Bangladesh","Asia",1983,30.85
"2714","France","Europe","Bangladesh","Asia",1983,9.96
"2775","Denmark","Europe","Bangladesh","Asia",1983,20.57
"2805","Japan","Asia","Bangladesh","Asia",1983,104.2
"2912","Canada","North America","Bangladesh","Asia",1983,87.47
"2961","Australia","Oceania","Bangladesh","Asia",1983,9.78
"2969","Austria","Europe","Bangladesh","Asia",1983,0.13
"2983","New Zealand","Oceania","Bangladesh","Asia",1983,0.07
"3002","United States","North America","Bangladesh","Asia",1983,200
"3086","Sweden","Europe","Bangladesh","Asia",1983,17.8
"3171","Austria","Europe","Benin","Africa",1983,0.01
"3199","Switzerland","Europe","Benin","Africa",1983,2.2
"3296","Japan","Asia","Benin","Africa",1983,2.22
"3391","Belgium","Europe","Benin","Africa",1983,2.25
"3636","Germany","Europe","Benin","Africa",1983,11.68
"3650","Netherlands","Europe","Benin","Africa",1983,2.72
"3653","Canada","North America","Benin","Africa",1983,1.82
"3655","United Kingdom","Europe","Benin","Africa",1983,0.12
"3732","Italy","Europe","Benin","Africa",1983,0.25
"3822","France","Europe","Benin","Africa",1983,14.02
"3838","Norway","Europe","Benin","Africa",1983,0.63
"3877","Denmark","Europe","Benin","Africa",1983,1.41
"3898","United States","North America","Benin","Africa",1983,2
"3979","United Kingdom","Europe","Bhutan","Asia",1983,0.21
"4052","Germany","Europe","Bhutan","Asia",1983,0.04
"4077","Switzerland","Europe","Bhutan","Asia",1983,1.23
"4148","Japan","Asia","Bhutan","Asia",1983,0.41
"4234","Finland","Europe","Bhutan","Asia",1983,0.09
"4298","Netherlands","Europe","Bhutan","Asia",1983,0.35
"4322","Norway","Europe","Bhutan","Asia",1983,0.16
"4339","Australia","Oceania","Bhutan","Asia",1983,0.39
"4342","Canada","North America","Bhutan","Asia",1983,0.06
"4500","Germany","Europe","Bolivia","South America",1983,10.6
"4662","Belgium","Europe","Bolivia","South America",1983,2.77
"4804","Finland","Europe","Bolivia","South America",1983,0.13
"4838","Italy","Europe","Bolivia","South America",1983,0.7
"4870","Netherlands","Europe","Bolivia","South America",1983,9.02
"4932","Canada","North America","Bolivia","South America",1983,4.34
"4986","Denmark","Europe","Bolivia","South America",1983,2.5
"5012","Switzerland","Europe","Bolivia","South America",1983,2.43
"5015","United States","North America","Bolivia","South America",1983,59
"5020","France","Europe","Bolivia","South America",1983,2.76
"5064","Sweden","Europe","Bolivia","South America",1983,1.23
"5094","United Kingdom","Europe","Bolivia","South America",1983,1.74
"5177","Austria","Europe","Bolivia","South America",1983,0.18
"5213","Japan","Asia","Bolivia","South America",1983,34.7
"5299","Norway","Europe","Bolivia","South America",1983,1.35
"5440","United Kingdom","Europe","Burkina Faso","Africa",1983,0.13
"5454","United States","North America","Burkina Faso","Africa",1983,27
"5462","Finland","Europe","Burkina Faso","Africa",1983,0.05
"5485","Japan","Asia","Burkina Faso","Africa",1983,3.17
"5565","Belgium","Europe","Burkina Faso","Africa",1983,0.9
"5590","Sweden","Europe","Burkina Faso","Africa",1983,0.25
"5710","Switzerland","Europe","Burkina Faso","Africa",1983,2.9
"5725","France","Europe","Burkina Faso","Africa",1983,43.51
"5832","Germany","Europe","Burkina Faso","Africa",1983,14.89
"5857","Norway","Europe","Burkina Faso","Africa",1983,0.97
"6020","Denmark","Europe","Burkina Faso","Africa",1983,0.52
"6040","Austria","Europe","Burkina Faso","Africa",1983,0.33
"6068","Canada","North America","Burkina Faso","Africa",1983,7.28
"6120","Italy","Europe","Burkina Faso","Africa",1983,0.5
"6174","Netherlands","Europe","Burkina Faso","Africa",1983,25.55
"6241","Finland","Europe","Burundi","Africa",1983,0.65
"6421","Norway","Europe","Burundi","Africa",1983,1.3
"6447","Ireland","Europe","Burundi","Africa",1983,0.1
"6453","Germany","Europe","Burundi","Africa",1983,19.75
"6471","United States","North America","Burundi","Africa",1983,7
"6555","Belgium","Europe","Burundi","Africa",1983,14.71
"6755","France","Europe","Burundi","Africa",1983,21.18
"6942","Japan","Asia","Burundi","Africa",1983,1.18
"6965","United Kingdom","Europe","Burundi","Africa",1983,0.08
"6979","Switzerland","Europe","Burundi","Africa",1983,0.94
"6999","Austria","Europe","Burundi","Africa",1983,0.01
"7001","Netherlands","Europe","Burundi","Africa",1983,0.67
"7002","Italy","Europe","Burundi","Africa",1983,0.87
"7014","Canada","North America","Burundi","Africa",1983,0.79
"7015","Denmark","Europe","Burundi","Africa",1983,0.06
"7080","United States","North America","Cabo Verde","Africa",1983,10
"7101","Austria","Europe","Cabo Verde","Africa",1983,1.27
