"","source","donor.continent","target","target.continent","time","value"
"40","Netherlands","Europe","Afghanistan","Asia",2016,63.62
"72","Canada","North America","Afghanistan","Asia",2016,96.33
"111","Finland","Europe","Afghanistan","Asia",2016,33.52
"152","Norway","Europe","Afghanistan","Asia",2016,82.61
"164","Italy","Europe","Afghanistan","Asia",2016,30.5
"166","United Kingdom","Europe","Afghanistan","Asia",2016,317.57
"199","Portugal","Europe","Afghanistan","Asia",2016,0.81
"216","Slovenia","Europe","Afghanistan","Asia",2016,0.08
"249","Belgium","Europe","Afghanistan","Asia",2016,6.98
"268","Korea","Asia","Afghanistan","Asia",2016,51.36
"310","United States","North America","Afghanistan","Asia",2016,1375.84
"345","Ireland","Europe","Afghanistan","Asia",2016,2.62
"353","Iceland","Europe","Afghanistan","Asia",2016,0.58
"363","Austria","Europe","Afghanistan","Asia",2016,0.88
"517","Denmark","Europe","Afghanistan","Asia",2016,38.66
"524","Germany","Europe","Afghanistan","Asia",2016,502.84
"536","Sweden","Europe","Afghanistan","Asia",2016,104.29
"558","Switzerland","Europe","Afghanistan","Asia",2016,32.49
"596","Luxembourg","Europe","Afghanistan","Asia",2016,2.76
"677","Hungary","Europe","Afghanistan","Asia",2016,0.23
"681","Poland","Europe","Afghanistan","Asia",2016,0.52
"696","Australia","Oceania","Afghanistan","Asia",2016,61.26
"718","Japan","Asia","Afghanistan","Asia",2016,300.83
"734","Czech Republic","Europe","Afghanistan","Asia",2016,2.59
"738","Spain","Europe","Afghanistan","Asia",2016,0.5
"740","New Zealand","Oceania","Afghanistan","Asia",2016,3.58
"814","France","Europe","Afghanistan","Asia",2016,36.61
"929","Slovak Republic","Europe","Afghanistan","Asia",2016,0.31
"968","Canada","North America","Angola","Africa",2016,0.83
"969","Korea","Asia","Angola","Africa",2016,10.94
"1011","Australia","Oceania","Angola","Africa",2016,0.02
"1051","Finland","Europe","Angola","Africa",2016,0.36
"1067","Italy","Europe","Angola","Africa",2016,1.87
"1149","Poland","Europe","Angola","Africa",2016,4.33
"1240","Hungary","Europe","Angola","Africa",2016,0.14
"1271","Ireland","Europe","Angola","Africa",2016,0.56
"1323","Japan","Asia","Angola","Africa",2016,4.54
"1327","United States","North America","Angola","Africa",2016,52.61
"1369","Germany","Europe","Angola","Africa",2016,2.63
"1404","Switzerland","Europe","Angola","Africa",2016,0.74
"1464","Austria","Europe","Angola","Africa",2016,0.02
"1476","Slovak Republic","Europe","Angola","Africa",2016,0.01
"1530","Norway","Europe","Angola","Africa",2016,7.78
"1671","France","Europe","Angola","Africa",2016,5.41
"1699","Sweden","Europe","Angola","Africa",2016,1.44
"1706","United Kingdom","Europe","Angola","Africa",2016,0.53
"1740","Poland","Europe","Armenia","Europe",2016,0.17
"1743","Greece","Europe","Armenia","Europe",2016,0.05
"1774","Spain","Europe","Armenia","Europe",2016,0.52
"1786","Slovak Republic","Europe","Armenia","Europe",2016,0.01
"1812","Norway","Europe","Armenia","Europe",2016,0.27
"1850","Netherlands","Europe","Armenia","Europe",2016,0.22
"1854","Australia","Oceania","Armenia","Europe",2016,0.03
"1857","Korea","Asia","Armenia","Europe",2016,0.15
"1880","United States","North America","Armenia","Europe",2016,25.08
"1896","Germany","Europe","Armenia","Europe",2016,27.59
"1902","Switzerland","Europe","Armenia","Europe",2016,7.28
"1903","Belgium","Europe","Armenia","Europe",2016,0.21
"1941","France","Europe","Armenia","Europe",2016,81.86
"1955","Finland","Europe","Armenia","Europe",2016,0.22
"2012","Denmark","Europe","Armenia","Europe",2016,1.82
"2015","Canada","North America","Armenia","Europe",2016,0.1
"2020","Hungary","Europe","Armenia","Europe",2016,0.02
"2044","Italy","Europe","Armenia","Europe",2016,0.59
"2072","Czech Republic","Europe","Armenia","Europe",2016,0.41
"2088","United Kingdom","Europe","Armenia","Europe",2016,0.59
"2094","Sweden","Europe","Armenia","Europe",2016,0.6
"2181","Austria","Europe","Armenia","Europe",2016,1.7
"2311","Finland","Europe","Bangladesh","Asia",2016,0.45
"2340","United States","North America","Bangladesh","Asia",2016,244.19
"2346","Belgium","Europe","Bangladesh","Asia",2016,1.39
"2348","Austria","Europe","Bangladesh","Asia",2016,0.89
"2376","Denmark","Europe","Bangladesh","Asia",2016,24.5
"2412","Norway","Europe","Bangladesh","Asia",2016,2.7
"2442","United Kingdom","Europe","Bangladesh","Asia",2016,200.46
"2505","New Zealand","Oceania","Bangladesh","Asia",2016,0.36
"2558","Sweden","Europe","Bangladesh","Asia",2016,30.02
"2576","France","Europe","Bangladesh","Asia",2016,13.9
"2659","Canada","North America","Bangladesh","Asia",2016,45.91
"2690","Luxembourg","Europe","Bangladesh","Asia",2016,2.36
"2692","Slovenia","Europe","Bangladesh","Asia",2016,0.01
"2711","Netherlands","Europe","Bangladesh","Asia",2016,38.24
"2732","Switzerland","Europe","Bangladesh","Asia",2016,31.18
"2733","Australia","Oceania","Bangladesh","Asia",2016,34.12
"2780","Germany","Europe","Bangladesh","Asia",2016,61.08
"2803","Hungary","Europe","Bangladesh","Asia",2016,0.01
"2844","Ireland","Europe","Bangladesh","Asia",2016,1.3
"2857","Italy","Europe","Bangladesh","Asia",2016,0.25
"2859","Korea","Asia","Bangladesh","Asia",2016,27.45
"2873","Czech Republic","Europe","Bangladesh","Asia",2016,0.01
"3045","Japan","Asia","Bangladesh","Asia",2016,461.27
