"","source","donor.continent","target","target.continent","time","value"
"36","Austria","Europe","Afghanistan","Asia",1984,0.11
"356","United Kingdom","Europe","Afghanistan","Asia",1984,0.42
"358","Denmark","Europe","Afghanistan","Asia",1984,0.18
"472","France","Europe","Afghanistan","Asia",1984,0.7
"648","Belgium","Europe","Afghanistan","Asia",1984,0.03
"656","Sweden","Europe","Afghanistan","Asia",1984,1.49
"950","Finland","Europe","Afghanistan","Asia",1984,0.02
"1005","Germany","Europe","Angola","Africa",1984,2.53
"1020","France","Europe","Angola","Africa",1984,1.08
"1049","United States","North America","Angola","Africa",1984,7
"1126","Sweden","Europe","Angola","Africa",1984,14.58
"1162","United Kingdom","Europe","Angola","Africa",1984,0.2
"1195","Finland","Europe","Angola","Africa",1984,0.03
"1244","Norway","Europe","Angola","Africa",1984,0.21
"1257","Denmark","Europe","Angola","Africa",1984,1.3
"1302","Italy","Europe","Angola","Africa",1984,11.15
"1308","Switzerland","Europe","Angola","Africa",1984,1.49
"1346","Canada","North America","Angola","Africa",1984,0.68
"1416","Belgium","Europe","Angola","Africa",1984,1.85
"1616","Netherlands","Europe","Angola","Africa",1984,16.66
"1729","Austria","Europe","Angola","Africa",1984,0.82
"2242","Germany","Europe","Bangladesh","Asia",1984,46.12
"2297","Belgium","Europe","Bangladesh","Asia",1984,0.38
"2457","Denmark","Europe","Bangladesh","Asia",1984,22.28
"2622","New Zealand","Oceania","Bangladesh","Asia",1984,0.04
"2636","Australia","Oceania","Bangladesh","Asia",1984,31.34
"2715","Netherlands","Europe","Bangladesh","Asia",1984,61.03
"2760","Finland","Europe","Bangladesh","Asia",1984,3.08
"2825","Ireland","Europe","Bangladesh","Asia",1984,0.08
"2871","Switzerland","Europe","Bangladesh","Asia",1984,4.07
"2881","United States","North America","Bangladesh","Asia",1984,206
"2937","Canada","North America","Bangladesh","Asia",1984,84.46
"2949","United Kingdom","Europe","Bangladesh","Asia",1984,46.47
"2967","France","Europe","Bangladesh","Asia",1984,12.64
"2986","Norway","Europe","Bangladesh","Asia",1984,21.89
"2993","Japan","Asia","Bangladesh","Asia",1984,123.29
"2996","Sweden","Europe","Bangladesh","Asia",1984,10.89
"3040","Austria","Europe","Bangladesh","Asia",1984,0.08
"3068","Italy","Europe","Bangladesh","Asia",1984,0.32
"3145","Norway","Europe","Benin","Africa",1984,0.35
"3286","Japan","Asia","Benin","Africa",1984,0.99
"3349","Germany","Europe","Benin","Africa",1984,11.85
"3400","Denmark","Europe","Benin","Africa",1984,0.28
"3490","Canada","North America","Benin","Africa",1984,1.22
"3538","Italy","Europe","Benin","Africa",1984,0.44
"3639","Belgium","Europe","Benin","Africa",1984,0.52
"3660","United States","North America","Benin","Africa",1984,3
"3744","United Kingdom","Europe","Benin","Africa",1984,0.22
"3817","Netherlands","Europe","Benin","Africa",1984,1.43
"3833","Switzerland","Europe","Benin","Africa",1984,2.99
"3894","France","Europe","Benin","Africa",1984,16.38
"3937","France","Europe","Bhutan","Asia",1984,0.01
"4002","Switzerland","Europe","Bhutan","Asia",1984,0.83
"4006","United Kingdom","Europe","Bhutan","Asia",1984,0.23
"4017","Finland","Europe","Bhutan","Asia",1984,0.08
"4035","Germany","Europe","Bhutan","Asia",1984,0.08
"4193","Norway","Europe","Bhutan","Asia",1984,0.87
"4196","Australia","Oceania","Bhutan","Asia",1984,0.3
"4265","Netherlands","Europe","Bhutan","Asia",1984,0.32
"4277","Japan","Asia","Bhutan","Asia",1984,1.9
"4394","Austria","Europe","Bhutan","Asia",1984,0.01
"4413","Canada","North America","Bhutan","Asia",1984,0.15
"4524","Belgium","Europe","Bolivia","South America",1984,1.63
"4628","Sweden","Europe","Bolivia","South America",1984,1.01
"4674","Austria","Europe","Bolivia","South America",1984,0.12
"4698","France","Europe","Bolivia","South America",1984,2.81
"4746","Australia","Oceania","Bolivia","South America",1984,0.01
"4761","Canada","North America","Bolivia","South America",1984,9.73
"4800","Netherlands","Europe","Bolivia","South America",1984,7.48
"4801","United States","North America","Bolivia","South America",1984,36
"4813","Switzerland","Europe","Bolivia","South America",1984,4.17
"4866","Denmark","Europe","Bolivia","South America",1984,1.1
"4902","Norway","Europe","Bolivia","South America",1984,2.02
"4975","Finland","Europe","Bolivia","South America",1984,0.11
"4992","United Kingdom","Europe","Bolivia","South America",1984,1.54
"5090","Germany","Europe","Bolivia","South America",1984,9.67
"5220","Italy","Europe","Bolivia","South America",1984,2.53
"5237","Japan","Asia","Bolivia","South America",1984,29.63
"5445","Japan","Asia","Burkina Faso","Africa",1984,4.57
"5463","Denmark","Europe","Burkina Faso","Africa",1984,1.04
"5499","Germany","Europe","Burkina Faso","Africa",1984,11.5
"5530","France","Europe","Burkina Faso","Africa",1984,35.29
"5628","Netherlands","Europe","Burkina Faso","Africa",1984,17.68
