"","source","donor.continent","target","target.continent","time","value"
"126","Italy","Europe","Afghanistan","Asia",1965,0.06
"214","Germany","Europe","Afghanistan","Asia",1965,15.81
"347","Canada","North America","Afghanistan","Asia",1965,0.01
"529","Japan","Asia","Afghanistan","Asia",1965,0.1
"779","Australia","Oceania","Afghanistan","Asia",1965,0.03
"797","United Kingdom","Europe","Afghanistan","Asia",1965,1.51
"860","United States","North America","Afghanistan","Asia",1965,33.47
"898","Sweden","Europe","Afghanistan","Asia",1965,0.15
"945","Switzerland","Europe","Afghanistan","Asia",1965,0.01
"952","Austria","Europe","Afghanistan","Asia",1965,0.02
"1518","Austria","Europe","Angola","Africa",1965,1.09
"1577","Italy","Europe","Angola","Africa",1965,0.02
"3176","France","Europe","Benin","Africa",1965,12.8
"3254","Canada","North America","Benin","Africa",1965,0.07
"3316","Germany","Europe","Benin","Africa",1965,0.22
"3350","Switzerland","Europe","Benin","Africa",1965,0.01
"3441","Austria","Europe","Benin","Africa",1965,0.03
"3828","United States","North America","Benin","Africa",1965,1.12
"3961","Australia","Oceania","Bhutan","Asia",1965,0.15
"4253","Japan","Asia","Bhutan","Asia",1965,0.01
"4574","Japan","Asia","Bolivia","South America",1965,0.02
"4599","Germany","Europe","Bolivia","South America",1965,0.71
"4702","Italy","Europe","Bolivia","South America",1965,0.03
"4812","Austria","Europe","Bolivia","South America",1965,0.01
"4889","United Kingdom","Europe","Bolivia","South America",1965,0.2
"5084","Switzerland","Europe","Bolivia","South America",1965,0.01
"5288","United States","North America","Bolivia","South America",1965,29.28
"5504","France","Europe","Burkina Faso","Africa",1965,10
"5778","United States","North America","Burkina Faso","Africa",1965,0.76
"5786","United Kingdom","Europe","Burkina Faso","Africa",1965,0.01
"6078","Italy","Europe","Burkina Faso","Africa",1965,0.02
"6144","Switzerland","Europe","Burkina Faso","Africa",1965,0.01
"6417","Germany","Europe","Burundi","Africa",1965,0.05
"6573","United Kingdom","Europe","Burundi","Africa",1965,0.03
"6648","Switzerland","Europe","Burundi","Africa",1965,0.07
