"","source","donor.continent","target","target.continent","time","value"
"19","Denmark","Europe","Afghanistan","Asia",1996,3.85
"48","Australia","Oceania","Afghanistan","Asia",1996,2.03
"116","Finland","Europe","Afghanistan","Asia",1996,3.53
"121","Sweden","Europe","Afghanistan","Asia",1996,14.75
"132","United Kingdom","Europe","Afghanistan","Asia",1996,8.63
"143","Italy","Europe","Afghanistan","Asia",1996,0.65
"253","Netherlands","Europe","Afghanistan","Asia",1996,12.34
"263","Luxembourg","Europe","Afghanistan","Asia",1996,0.47
"297","United States","North America","Afghanistan","Asia",1996,2
"379","Austria","Europe","Afghanistan","Asia",1996,2.85
"438","New Zealand","Oceania","Afghanistan","Asia",1996,0.07
"471","Norway","Europe","Afghanistan","Asia",1996,7.55
"550","Ireland","Europe","Afghanistan","Asia",1996,0.3
"637","Switzerland","Europe","Afghanistan","Asia",1996,1.46
"665","Belgium","Europe","Afghanistan","Asia",1996,0.01
"751","Germany","Europe","Afghanistan","Asia",1996,17.42
"788","France","Europe","Afghanistan","Asia",1996,2.52
"854","Canada","North America","Afghanistan","Asia",1996,3.88
"878","Japan","Asia","Afghanistan","Asia",1996,0.01
"983","Ireland","Europe","Angola","Africa",1996,0.8
"984","Denmark","Europe","Angola","Africa",1996,1.4
"1000","Netherlands","Europe","Angola","Africa",1996,30.08
"1023","Finland","Europe","Angola","Africa",1996,3.75
"1072","France","Europe","Angola","Africa",1996,11.93
"1113","Germany","Europe","Angola","Africa",1996,25.27
"1183","Spain","Europe","Angola","Africa",1996,41.84
"1264","Switzerland","Europe","Angola","Africa",1996,7.69
"1413","Korea","Asia","Angola","Africa",1996,0.15
"1433","Belgium","Europe","Angola","Africa",1996,11.51
"1447","New Zealand","Oceania","Angola","Africa",1996,0.14
"1455","Canada","North America","Angola","Africa",1996,2.17
"1467","Norway","Europe","Angola","Africa",1996,25.23
"1489","United States","North America","Angola","Africa",1996,25
"1551","Japan","Asia","Angola","Africa",1996,5.17
"1555","Sweden","Europe","Angola","Africa",1996,36.17
"1568","Italy","Europe","Angola","Africa",1996,12.5
"1591","Australia","Oceania","Angola","Africa",1996,1.05
"1658","Austria","Europe","Angola","Africa",1996,3.08
"1712","United Kingdom","Europe","Angola","Africa",1996,16.16
"1717","Portugal","Europe","Angola","Africa",1996,33.5
"1773","Switzerland","Europe","Armenia","Europe",1996,0.85
"1788","Ireland","Europe","Armenia","Europe",1996,0.02
"1792","Finland","Europe","Armenia","Europe",1996,0.28
"1825","United Kingdom","Europe","Armenia","Europe",1996,1.37
"1848","Korea","Asia","Armenia","Europe",1996,0.01
"1913","Germany","Europe","Armenia","Europe",1996,6.7
"1944","Spain","Europe","Armenia","Europe",1996,0.01
"1963","Netherlands","Europe","Armenia","Europe",1996,7.52
"1999","Sweden","Europe","Armenia","Europe",1996,2.73
"2054","Norway","Europe","Armenia","Europe",1996,1.84
"2057","United States","North America","Armenia","Europe",1996,88
"2063","Austria","Europe","Armenia","Europe",1996,0.12
"2082","France","Europe","Armenia","Europe",1996,5.77
"2121","Japan","Asia","Armenia","Europe",1996,0.01
"2133","Italy","Europe","Armenia","Europe",1996,0.03
"2159","Greece","Europe","Armenia","Europe",1996,3.24
"2229","Denmark","Europe","Bangladesh","Asia",1996,36.9
"2235","Austria","Europe","Bangladesh","Asia",1996,0.58
"2278","United Kingdom","Europe","Bangladesh","Asia",1996,71.44
"2386","Switzerland","Europe","Bangladesh","Asia",1996,12.23
"2437","Japan","Asia","Bangladesh","Asia",1996,174.03
"2447","Italy","Europe","Bangladesh","Asia",1996,2.63
"2481","France","Europe","Bangladesh","Asia",1996,27.15
"2513","Australia","Oceania","Bangladesh","Asia",1996,17.69
"2559","Norway","Europe","Bangladesh","Asia",1996,39.61
"2563","Luxembourg","Europe","Bangladesh","Asia",1996,0.01
"2664","Canada","North America","Bangladesh","Asia",1996,37.51
"2673","New Zealand","Oceania","Bangladesh","Asia",1996,0.26
"2705","Korea","Asia","Bangladesh","Asia",1996,1.27
"2721","Belgium","Europe","Bangladesh","Asia",1996,1.87
"2773","United States","North America","Bangladesh","Asia",1996,41
"2866","Netherlands","Europe","Bangladesh","Asia",1996,67.15
"2890","Spain","Europe","Bangladesh","Asia",1996,0.07
"2913","Ireland","Europe","Bangladesh","Asia",1996,0.96
"2972","Sweden","Europe","Bangladesh","Asia",1996,28.29
"2999","Finland","Europe","Bangladesh","Asia",1996,1.04
"3084","Germany","Europe","Bangladesh","Asia",1996,84.04
"3290","Ireland","Europe","Benin","Africa",1996,0.07
"3360","Luxembourg","Europe","Benin","Africa",1996,0.03
"3430","Korea","Asia","Benin","Africa",1996,0.08
"3447","Spain","Europe","Benin","Africa",1996,0.2
"3458","France","Europe","Benin","Africa",1996,44.26
"3529","Germany","Europe","Benin","Africa",1996,22.39
"3568","Austria","Europe","Benin","Africa",1996,0.01
"3583","Denmark","Europe","Benin","Africa",1996,14.62
"3608","Sweden","Europe","Benin","Africa",1996,0.01
"3688","Netherlands","Europe","Benin","Africa",1996,8.44
"3725","Canada","North America","Benin","Africa",1996,8.27
"3787","Italy","Europe","Benin","Africa",1996,3.21
"3788","United States","North America","Benin","Africa",1996,7
