"","source","donor.continent","target","target.continent","time","value"
"37","Ireland","Europe","Afghanistan","Asia",2010,9.12
"59","Finland","Europe","Afghanistan","Asia",2010,25.82
"119","Italy","Europe","Afghanistan","Asia",2010,54.34
"139","Luxembourg","Europe","Afghanistan","Asia",2010,3.19
"155","Australia","Oceania","Afghanistan","Asia",2010,99.18
"202","Slovak Republic","Europe","Afghanistan","Asia",2010,0.51
"217","Sweden","Europe","Afghanistan","Asia",2010,91.72
"222","Spain","Europe","Afghanistan","Asia",2010,60.83
"259","Germany","Europe","Afghanistan","Asia",2010,469.76
"292","Switzerland","Europe","Afghanistan","Asia",2010,17.66
"375","Portugal","Europe","Afghanistan","Asia",2010,14.01
"435","New Zealand","Oceania","Afghanistan","Asia",2010,3.49
"467","United States","North America","Afghanistan","Asia",2010,2938.84
"492","Slovenia","Europe","Afghanistan","Asia",2010,0.51
"514","United Kingdom","Europe","Afghanistan","Asia",2010,234.83
"547","Belgium","Europe","Afghanistan","Asia",2010,15.18
"597","Korea","Asia","Afghanistan","Asia",2010,93.68
"602","Japan","Asia","Afghanistan","Asia",2010,745.66
"610","Iceland","Europe","Afghanistan","Asia",2010,1.27
"616","Hungary","Europe","Afghanistan","Asia",2010,6.45
"668","Czech Republic","Europe","Afghanistan","Asia",2010,13.26
"676","Greece","Europe","Afghanistan","Asia",2010,0.14
"705","Denmark","Europe","Afghanistan","Asia",2010,76.84
"811","Austria","Europe","Afghanistan","Asia",2010,2.41
"839","France","Europe","Afghanistan","Asia",2010,58.56
"889","Canada","North America","Afghanistan","Asia",2010,267.12
"891","Poland","Europe","Afghanistan","Asia",2010,6.78
"941","Norway","Europe","Afghanistan","Asia",2010,120.18
"942","Netherlands","Europe","Afghanistan","Asia",2010,115
"971","United States","North America","Angola","Africa",2010,53.53
"986","Czech Republic","Europe","Angola","Africa",2010,1.86
"1091","France","Europe","Angola","Africa",2010,4.09
"1093","Sweden","Europe","Angola","Africa",2010,1.18
"1144","Germany","Europe","Angola","Africa",2010,7.05
"1190","Korea","Asia","Angola","Africa",2010,18.83
"1198","Spain","Europe","Angola","Africa",2010,5.49
"1200","Greece","Europe","Angola","Africa",2010,0.12
"1209","Italy","Europe","Angola","Africa",2010,0.23
"1242","United Kingdom","Europe","Angola","Africa",2010,16.68
"1278","Denmark","Europe","Angola","Africa",2010,1.23
"1363","Belgium","Europe","Angola","Africa",2010,0.38
"1373","Ireland","Europe","Angola","Africa",2010,1.17
"1390","Poland","Europe","Angola","Africa",2010,1.37
"1393","Switzerland","Europe","Angola","Africa",2010,0.4
"1429","Austria","Europe","Angola","Africa",2010,0.02
"1434","Norway","Europe","Angola","Africa",2010,13.22
"1672","Finland","Europe","Angola","Africa",2010,1.95
"1683","Japan","Asia","Angola","Africa",2010,37.62
"1720","Canada","North America","Angola","Africa",2010,0.66
"1734","Luxembourg","Europe","Armenia","Europe",2010,0.11
"1749","Netherlands","Europe","Armenia","Europe",2010,1.56
"1763","Italy","Europe","Armenia","Europe",2010,0.07
"1814","Austria","Europe","Armenia","Europe",2010,1.45
"1829","United States","North America","Armenia","Europe",2010,91
"1838","Poland","Europe","Armenia","Europe",2010,0.56
"1860","Greece","Europe","Armenia","Europe",2010,1.73
"1888","Germany","Europe","Armenia","Europe",2010,16.72
"1890","Spain","Europe","Armenia","Europe",2010,0.26
"1893","Belgium","Europe","Armenia","Europe",2010,0.03
"1914","France","Europe","Armenia","Europe",2010,4.47
"1918","United Kingdom","Europe","Armenia","Europe",2010,0.49
"1937","Hungary","Europe","Armenia","Europe",2010,0.02
"1973","Japan","Asia","Armenia","Europe",2010,77.45
"1998","Czech Republic","Europe","Armenia","Europe",2010,0.68
"2022","Sweden","Europe","Armenia","Europe",2010,0.94
"2069","Denmark","Europe","Armenia","Europe",2010,1.78
"2115","Switzerland","Europe","Armenia","Europe",2010,2.63
"2142","Canada","North America","Armenia","Europe",2010,0.01
"2143","Norway","Europe","Armenia","Europe",2010,3.57
"2158","Finland","Europe","Armenia","Europe",2010,0.13
"2186","Korea","Asia","Armenia","Europe",2010,0.86
"2254","Italy","Europe","Bangladesh","Asia",2010,5.39
"2285","Ireland","Europe","Bangladesh","Asia",2010,2.24
"2303","Netherlands","Europe","Bangladesh","Asia",2010,78.57
"2401","Germany","Europe","Bangladesh","Asia",2010,65.05
"2432","Norway","Europe","Bangladesh","Asia",2010,16.92
"2535","New Zealand","Oceania","Bangladesh","Asia",2010,0.11
"2538","Japan","Asia","Bangladesh","Asia",2010,24.19
"2680","Poland","Europe","Bangladesh","Asia",2010,0.05
"2693","Greece","Europe","Bangladesh","Asia",2010,0.08
"2708","Sweden","Europe","Bangladesh","Asia",2010,36.26
"2724","Denmark","Europe","Bangladesh","Asia",2010,84.1
"2735","Australia","Oceania","Bangladesh","Asia",2010,50.27
"2755","Canada","North America","Bangladesh","Asia",2010,86.11
"2765","United States","North America","Bangladesh","Asia",2010,113.69
"2883","Austria","Europe","Bangladesh","Asia",2010,0.53
"2909","Spain","Europe","Bangladesh","Asia",2010,5.53
"2982","Finland","Europe","Bangladesh","Asia",2010,1.63
"2992","Luxembourg","Europe","Bangladesh","Asia",2010,0.87
"3006","Switzerland","Europe","Bangladesh","Asia",2010,21.03
"3008","United Kingdom","Europe","Bangladesh","Asia",2010,228.32
"3074","Korea","Asia","Bangladesh","Asia",2010,54.67
"3134","Switzerland","Europe","Benin","Africa",2010,13.25
"3149","France","Europe","Benin","Africa",2010,48.79
"3169","Czech Republic","Europe","Benin","Africa",2010,0.02
"3197","Germany","Europe","Benin","Africa",2010,34.67
"3262","Spain","Europe","Benin","Africa",2010,1.09
